loyalty_guest_id,week_ending_date,transaction_date,first_transaction_date,days_from_first_transaction,guest_transaction_count,one_and_done,transaction_hour,time_of_day,day_of_week,message_key,transaction_date_utc,order_discount_amount,menu_item_id,menu_item_name,menu_item_description,plu,product_category_description,department_description,menu_item_status_type_description,flavor_description,flavor_long_name,flavor_short_name,line_item_quantity,line_item_amount,line_item_amount_less_vat,line_item_discount_amount,line_item_description,order_total,order_amount,iso_currency_alpha_code,restaurant_id,restaurant_city_name,restaurant_state_name,restaurant_country_name,restaurant_postal_code,restaurant_non_traditional_type_description,rewards_redeemed_amount,restaurant_number,business_date,promotion_id,promotion_name,promotion_description,discount_type_description,coupon_offer_plu,whole_order_dis_fos,whole_order_dis_fosd,line_item_id,is_employee_meal,is_catering_flag
EJHwBVJv,2024-11-03,2024-11-01 15:57:50.0000000,2024-11-01 15:57:50.0000000,0,3,0,15,Afternoon,4,91,2024-11-01 15:57:50.0000000,0,43,Mdp Breadsticks/Wings Item 43,mdp breadsticks/wings description,100043,mdp breadsticks/wings,Food,Active,Chocolate Chip,Chocolate Chip Cookie,ChocoChip,1,4.55000019073486,4.21000003814697,0,Mdp Breadsticks/Wings Item 43,23.7399997711182,21.9799995422363,USD,16,Raleigh,North Carolina,USA,20458,Walmart,2.83999991416931,1016,2024-11-01,NULL,NULL,NULL,NULL,NULL,0,0,1,0,0
EJHwBVJv,2024-11-03,2024-11-01 15:57:50.0000000,2024-11-01 15:57:50.0000000,0,3,0,15,Afternoon,4,91,2024-11-01 15:57:50.0000000,0,78,Cookies Item 78,cookies description,100078,cookies,Food,Active,M&M Cookie,M&M Cookie,MMCookie,1,3.71000003814697,3.44000005722046,0,Cookies Item 78,23.7399997711182,21.9799995422363,USD,16,Raleigh,North Carolina,USA,20458,Walmart,2.83999991416931,1016,2024-11-01,NULL,NULL,NULL,NULL,NULL,0,0,2,0,0
EJHwBVJv,2024-11-03,2024-11-01 15:57:50.0000000,2024-11-01 15:57:50.0000000,0,3,0,15,Afternoon,4,91,2024-11-01 15:57:50.0000000,0,103,Mdp Add-Ons Item 103,mdp add-ons description,100103,mdp add-ons,Food,Active,Multigrain,Multigrain,Multi,1,13.7200002670288,12.6999998092651,0,Mdp Add-Ons Item 103,23.7399997711182,21.9799995422363,USD,16,Raleigh,North Carolina,USA,20458,Walmart,2.83999991416931,1016,2024-11-01,NULL,NULL,NULL,NULL,NULL,0,0,3,0,0
QTupqziQ,2024-11-17,2024-11-16 13:28:04.0000000,2024-11-16 13:28:04.0000000,0,3,0,13,Lunch,5,92,2024-11-16 13:28:04.0000000,0,86,Salad Item 86,salad description,100086,salad,Food,Active,Multigrain,Multigrain,Multi,1,14.9899997711182,13.8800001144409,0,Salad Item 86,28.6700000762939,26.5499992370605,USD,8,Miami,Florida,USA,30926,Hospital,0,1008,2024-11-16,NULL,NULL,NULL,NULL,NULL,0,0,1,0,0
QTupqziQ,2024-11-17,2024-11-16 13:28:04.0000000,2024-11-16 13:28:04.0000000,0,3,0,13,Lunch,5,92,2024-11-16 13:28:04.0000000,0,70,Mdp Add-Ons Item 70,mdp add-ons description,100070,mdp add-ons,Food,Active,Oatmeal Raisin,Oatmeal Raisin Cookie,Oatmeal,1,4.6399998664856,4.30000019073486,0,Mdp Add-Ons Item 70,28.6700000762939,26.5499992370605,USD,8,Miami,Florida,USA,30926,Hospital,0,1008,2024-11-16,NULL,NULL,NULL,NULL,NULL,0,0,2,0,0
QTupqziQ,2024-11-17,2024-11-16 13:28:04.0000000,2024-11-16 13:28:04.0000000,0,3,0,13,Lunch,5,92,2024-11-16 13:28:04.0000000,0,75,Mdp Breadsticks/Wings Item 75,mdp breadsticks/wings description,100075,mdp breadsticks/wings,Food,Active,Italian Herbs & Cheese,Italian Herbs & Cheese,IHC,2,6.92000007629395,6.40999984741211,0,Mdp Breadsticks/Wings Item 75,28.6700000762939,26.5499992370605,USD,8,Miami,Florida,USA,30926,Hospital,0,1008,2024-11-16,NULL,NULL,NULL,NULL,NULL,0,0,3,0,0
nHEwEgCU,2025-06-15,2025-06-13 10:34:05.0000000,2024-09-20 11:37:29.0000000,266,3,0,10,Morning,4,93,2025-06-13 10:34:05.0000000,0,118,Cookies Item 118,cookies description,100118,cookies,Food,Active,Multigrain,Multigrain,Multi,2,10.5,9.72000026702881,0,Cookies Item 118,26.2399997711182,24.2999992370605,USD,24,Louisville,Kentucky,USA,40021,Walmart,2.25999999046326,1024,2025-06-13,1,BOGO Footlong,Buy one get one Footlong,BOGO Footlong,10001,0,0,1,0,0
nHEwEgCU,2025-06-15,2025-06-13 10:34:05.0000000,2024-09-20 11:37:29.0000000,266,3,0,10,Morning,4,93,2025-06-13 10:34:05.0000000,0,120,Wrap Item 120,wrap description,100120,wrap,Food,Active,Diet Coke,Diet Coke,DietCoke,1,9.18000030517578,8.5,0,Wrap Item 120,26.2399997711182,24.2999992370605,USD,24,Louisville,Kentucky,USA,40021,Walmart,2.25999999046326,1024,2025-06-13,1,BOGO Footlong,Buy one get one Footlong,BOGO Footlong,10001,0,0,2,0,0
nHEwEgCU,2025-06-15,2025-06-13 10:34:05.0000000,2024-09-20 11:37:29.0000000,266,3,0,10,Morning,4,93,2025-06-13 10:34:05.0000000,0,70,Mdp Add-Ons Item 70,mdp add-ons description,100070,mdp add-ons,Food,Active,Oatmeal Raisin,Oatmeal Raisin Cookie,Oatmeal,1,4.61999988555908,4.28000020980835,0,Mdp Add-Ons Item 70,26.2399997711182,24.2999992370605,USD,24,Louisville,Kentucky,USA,40021,Walmart,2.25999999046326,1024,2025-06-13,1,BOGO Footlong,Buy one get one Footlong,BOGO Footlong,10001,0,0,3,0,0
TiHnJuQE,2025-02-23,2025-02-17 20:40:20.0000000,2024-10-21 15:54:05.0000000,119,2,0,20,Dinner,0,94,2025-02-17 20:40:20.0000000,0,112,Mdp Pizza Item 112,mdp pizza description,100112,mdp pizza,Food,Active,Doritos Nacho,Doritos Nacho,Doritos,1,3.75999999046326,3.48000001907349,0,Mdp Pizza Item 112,18.7700004577637,17.3799991607666,USD,3,Harrisburg,Pennsylvania,USA,81482,Traditional,0,1003,2025-02-17,NULL,NULL,NULL,NULL,NULL,0,0,1,0,0
TiHnJuQE,2025-02-23,2025-02-17 20:40:20.0000000,2024-10-21 15:54:05.0000000,119,2,0,20,Dinner,0,94,2025-02-17 20:40:20.0000000,0,99,Mdp Add-Ons Item 99,mdp add-ons description,100099,mdp add-ons,Food,Active,Multigrain,Multigrain,Multi,1,5.76999998092651,5.34000015258789,0,Mdp Add-Ons Item 99,18.7700004577637,17.3799991607666,USD,3,Harrisburg,Pennsylvania,USA,81482,Traditional,0,1003,2025-02-17,NULL,NULL,NULL,NULL,NULL,0,0,2,0,0
TiHnJuQE,2025-02-23,2025-02-17 20:40:20.0000000,2024-10-21 15:54:05.0000000,119,2,0,20,Dinner,0,94,2025-02-17 20:40:20.0000000,0,100,Mdp Breadsticks/Wings Item 100,mdp breadsticks/wings description,100100,mdp breadsticks/wings,Food,Active,Italian Herbs & Cheese,Italian Herbs & Cheese,IHC,1,7.84999990463257,7.26999998092651,0,Mdp Breadsticks/Wings Item 100,18.7700004577637,17.3799991607666,USD,3,Harrisburg,Pennsylvania,USA,81482,Traditional,0,1003,2025-02-17,NULL,NULL,NULL,NULL,NULL,0,0,3,0,0
N6E32VUd,2024-09-15,2024-09-11 16:55:32.0000000,2024-09-11 16:55:32.0000000,0,4,0,16,Afternoon,2,95,2024-09-11 16:55:32.0000000,0,55,Mdp Misc Item 55,mdp misc description,100055,mdp misc,Food,Active,Lemonade,Lemonade,Lemonade,2,25.7000007629395,23.7999992370605,0,Mdp Misc Item 55,63.4300003051758,58.7299995422363,USD,16,Raleigh,North Carolina,USA,20458,Walmart,4.17999982833862,1016,2024-09-11,NULL,NULL,NULL,NULL,NULL,0,0,1,0,0
N6E32VUd,2024-09-15,2024-09-11 16:55:32.0000000,2024-09-11 16:55:32.0000000,0,4,0,16,Afternoon,2,95,2024-09-11 16:55:32.0000000,0,15,Coffee,Hot coffee,100015,hot beverage,Food,Active,Lemonade,Lemonade,Lemonade,2,26.3799991607666,24.4300003051758,0,Coffee,63.4300003051758,58.7299995422363,USD,16,Raleigh,North Carolina,USA,20458,Walmart,4.17999982833862,1016,2024-09-11,NULL,NULL,NULL,NULL,NULL,0,0,2,0,0
N6E32VUd,2024-09-15,2024-09-11 16:55:32.0000000,2024-09-11 16:55:32.0000000,0,4,0,16,Afternoon,2,95,2024-09-11 16:55:32.0000000,0,49,Other Carrier Item 49,other carrier description,100049,other carrier,Food,Active,M&M Cookie,M&M Cookie,MMCookie,1,6.65000009536743,6.15999984741211,0,Other Carrier Item 49,63.4300003051758,58.7299995422363,USD,16,Raleigh,North Carolina,USA,20458,Walmart,4.17999982833862,1016,2024-09-11,NULL,NULL,NULL,NULL,NULL,0,0,3,0,0
u7NukzNV,2024-09-22,2024-09-18 19:46:45.0000000,2024-09-18 19:46:45.0000000,0,1,1,19,Dinner,2,96,2024-09-18 19:46:45.0000000,0,89,Mdp Calzone/Slice Item 89,mdp calzone/slice description,100089,mdp calzone/slice,Food,Active,Lemonade,Lemonade,Lemonade,2,13.3199996948242,12.3299999237061,0,Mdp Calzone/Slice Item 89,47.3699989318848,43.8600006103516,USD,20,Columbia,Missouri,USA,19358,University,0,1020,2024-09-18,NULL,NULL,NULL,NULL,NULL,0,0,1,0,0
u7NukzNV,2024-09-22,2024-09-18 19:46:45.0000000,2024-09-18 19:46:45.0000000,0,1,1,19,Dinner,2,96,2024-09-18 19:46:45.0000000,0,113,Mdp Misc Item 113,mdp misc description,100113,mdp misc,Food,Active,Wheat Bread,9-Grain Wheat,Wheat,2,17.2600002288818,15.9799995422363,0,Mdp Misc Item 113,47.3699989318848,43.8600006103516,USD,20,Columbia,Missouri,USA,19358,University,0,1020,2024-09-18,NULL,NULL,NULL,NULL,NULL,0,0,2,0,0
u7NukzNV,2024-09-22,2024-09-18 19:46:45.0000000,2024-09-18 19:46:45.0000000,0,1,1,19,Dinner,2,96,2024-09-18 19:46:45.0000000,0,77,Mdp Fountain Drinks Item 77,mdp fountain drinks description,100077,mdp fountain drinks,Food,Active,Diet Coke,Diet Coke,DietCoke,1,13.2799997329712,12.3000001907349,0,Mdp Fountain Drinks Item 77,47.3699989318848,43.8600006103516,USD,20,Columbia,Missouri,USA,19358,University,0,1020,2024-09-18,NULL,NULL,NULL,NULL,NULL,0,0,3,0,0
oupA6Uur,2025-07-13,2025-07-07 20:28:35.0000000,2025-06-03 15:09:12.0000000,34,2,0,20,Dinner,0,97,2025-07-07 20:28:35.0000000,0,99,Mdp Add-Ons Item 99,mdp add-ons description,100099,mdp add-ons,Food,Active,Multigrain,Multigrain,Multi,1,4.8899998664856,4.53000020980835,0,Mdp Add-Ons Item 99,20.9699993133545,19.4200000762939,USD,7,Baltimore,Maryland,USA,68878,University,1.88999998569489,1007,2025-07-07,3,Free Cookie with Footlong,Free cookie with any footlong,Cookie Promo,10003,0,0,1,0,0
oupA6Uur,2025-07-13,2025-07-07 20:28:35.0000000,2025-06-03 15:09:12.0000000,34,2,0,20,Dinner,0,97,2025-07-07 20:28:35.0000000,0,107,Salad Item 107,salad description,100107,salad,Food,Active,Doritos Nacho,Doritos Nacho,Doritos,1,5.73999977111816,5.30999994277954,0,Salad Item 107,20.9699993133545,19.4200000762939,USD,7,Baltimore,Maryland,USA,68878,University,1.88999998569489,1007,2025-07-07,3,Free Cookie with Footlong,Free cookie with any footlong,Cookie Promo,10003,0,0,2,0,0
oupA6Uur,2025-07-13,2025-07-07 20:28:35.0000000,2025-06-03 15:09:12.0000000,34,2,0,20,Dinner,0,97,2025-07-07 20:28:35.0000000,0,39,Bottled Beverage Item 39,bottled beverage description,100039,bottled beverage,Food,Active,Lemonade,Lemonade,Lemonade,1,8.78999996185303,8.14000034332275,0,Bottled Beverage Item 39,20.9699993133545,19.4200000762939,USD,7,Baltimore,Maryland,USA,68878,University,1.88999998569489,1007,2025-07-07,3,Free Cookie with Footlong,Free cookie with any footlong,Cookie Promo,10003,0,0,3,0,0
3QHtDP9b,2024-10-13,2024-10-13 10:17:57.0000000,2024-10-13 10:17:57.0000000,0,2,0,10,Morning,6,98,2024-10-13 10:17:57.0000000,0,103,Mdp Add-Ons Item 103,mdp add-ons description,100103,mdp add-ons,Food,Active,Multigrain,Multigrain,Multi,1,13.7399997711182,12.7200002670288,0,Mdp Add-Ons Item 103,62.2599983215332,57.6399993896484,USD,6,Alexandria,Virginia,USA,95181,Hospital,0,1006,2024-10-13,7,Catering 10% off,Catering discount,Percent Discount,10007,0,0,1,0,0
3QHtDP9b,2024-10-13,2024-10-13 10:17:57.0000000,2024-10-13 10:17:57.0000000,0,2,0,10,Morning,6,98,2024-10-13 10:17:57.0000000,0,119,Mdp Breadsticks/Wings Item 119,mdp breadsticks/wings description,100119,mdp breadsticks/wings,Food,Active,Sprite,Sprite,Sprite,2,21.4400005340576,19.8500003814697,0,Mdp Breadsticks/Wings Item 119,62.2599983215332,57.6399993896484,USD,6,Alexandria,Virginia,USA,95181,Hospital,0,1006,2024-10-13,7,Catering 10% off,Catering discount,Percent Discount,10007,0,0,2,0,0
3QHtDP9b,2024-10-13,2024-10-13 10:17:57.0000000,2024-10-13 10:17:57.0000000,0,2,0,10,Morning,6,98,2024-10-13 10:17:57.0000000,0,35,Returnable Items Item 35,returnable items description,100035,returnable items,Food,Active,Baked Lays,Baked Lays,BakedLays,2,22.4599990844727,20.7999992370605,0,Returnable Items Item 35,62.2599983215332,57.6399993896484,USD,6,Alexandria,Virginia,USA,95181,Hospital,0,1006,2024-10-13,7,Catering 10% off,Catering discount,Percent Discount,10007,0,0,3,0,0
CWJr0NRN,2025-06-22,2025-06-16 20:45:05.0000000,2025-03-12 10:02:43.0000000,96,3,0,20,Dinner,0,99,2025-06-16 20:45:05.0000000,0,41,Other Carrier Item 41,other carrier description,100041,other carrier,Food,Active,Wheat Bread,9-Grain Wheat,Wheat,1,10.7299995422363,9.9399995803833,0,Other Carrier Item 41,31.1100006103516,28.8099994659424,USD,1,Rochester,New York,USA,24592,Traditional,0,1001,2025-06-16,NULL,NULL,NULL,NULL,NULL,0,0,1,0,0
CWJr0NRN,2025-06-22,2025-06-16 20:45:05.0000000,2025-03-12 10:02:43.0000000,96,3,0,20,Dinner,0,99,2025-06-16 20:45:05.0000000,0,108,Returnable Items Item 108,returnable items description,100108,returnable items,Food,Active,Coke,Coca-Cola,Coke,1,7.30000019073486,6.76000022888184,0,Returnable Items Item 108,31.1100006103516,28.8099994659424,USD,1,Rochester,New York,USA,24592,Traditional,0,1001,2025-06-16,NULL,NULL,NULL,NULL,NULL,0,0,2,0,0
CWJr0NRN,2025-06-22,2025-06-16 20:45:05.0000000,2025-03-12 10:02:43.0000000,96,3,0,20,Dinner,0,99,2025-06-16 20:45:05.0000000,0,98,Bottled Beverage Item 98,bottled beverage description,100098,bottled beverage,Food,Active,Doritos Nacho,Doritos Nacho,Doritos,2,10.7799997329712,9.97999954223633,0,Bottled Beverage Item 98,31.1100006103516,28.8099994659424,USD,1,Rochester,New York,USA,24592,Traditional,0,1001,2025-06-16,NULL,NULL,NULL,NULL,NULL,0,0,3,0,0
0y9JGPFA,2024-11-17,2024-11-16 13:58:27.0000000,2024-11-16 13:58:27.0000000,0,1,1,13,Lunch,5,100,2024-11-16 13:58:27.0000000,0,65,Muffin Melt Item 65,muffin melt description,100065,muffin melt,Food,Active,Gluten-Free,Gluten-Free,GF,1,9.5600004196167,8.85000038146973,0,Muffin Melt Item 65,27.5300006866455,25.5,USD,5,New Haven,Connecticut,USA,88907,Traditional,0,1005,2024-11-16,NULL,NULL,NULL,NULL,NULL,0,0,1,0,0
0y9JGPFA,2024-11-17,2024-11-16 13:58:27.0000000,2024-11-16 13:58:27.0000000,0,1,1,13,Lunch,5,100,2024-11-16 13:58:27.0000000,0,62,Pizza Item 62,pizza description,100062,pizza,Food,Active,Sprite,Sprite,Sprite,1,7.55999994277954,7,0,Pizza Item 62,27.5300006866455,25.5,USD,5,New Haven,Connecticut,USA,88907,Traditional,0,1005,2024-11-16,NULL,NULL,NULL,NULL,NULL,0,0,2,0,0
0y9JGPFA,2024-11-17,2024-11-16 13:58:27.0000000,2024-11-16 13:58:27.0000000,0,1,1,13,Lunch,5,100,2024-11-16 13:58:27.0000000,0,19,Mdp Add-Ons Item 19,mdp add-ons description,100019,mdp add-ons,Food,Active,Diet Coke,Diet Coke,DietCoke,2,8.38000011444092,7.76000022888184,0,Mdp Add-Ons Item 19,27.5300006866455,25.5,USD,5,New Haven,Connecticut,USA,88907,Traditional,0,1005,2024-11-16,NULL,NULL,NULL,NULL,NULL,0,0,3,0,0
MzXubOrY,2025-03-30,2025-03-25 16:07:54.0000000,2024-10-22 14:16:46.0000000,154,4,0,16,Afternoon,1,101,2025-03-25 16:07:54.0000000,0,50,Other Carrier Item 50,other carrier description,100050,other carrier,Food,Active,Gluten-Free,Gluten-Free,GF,2,23.1599998474121,21.4400005340576,0,Other Carrier Item 50,41.4500007629395,38.3800010681152,USD,21,Green Bay,Wisconsin,USA,42087,Mall,0,1021,2025-03-25,NULL,NULL,NULL,NULL,NULL,0,0,1,0,0
MzXubOrY,2025-03-30,2025-03-25 16:07:54.0000000,2024-10-22 14:16:46.0000000,154,4,0,16,Afternoon,1,101,2025-03-25 16:07:54.0000000,0,109,Returnable Items Item 109,returnable items description,100109,returnable items,Food,Active,Diet Coke,Diet Coke,DietCoke,1,6.26999998092651,5.80999994277954,0,Returnable Items Item 109,41.4500007629395,38.3800010681152,USD,21,Green Bay,Wisconsin,USA,42087,Mall,0,1021,2025-03-25,NULL,NULL,NULL,NULL,NULL,0,0,2,0,0
MzXubOrY,2025-03-30,2025-03-25 16:07:54.0000000,2024-10-22 14:16:46.0000000,154,4,0,16,Afternoon,1,101,2025-03-25 16:07:54.0000000,0,20,Mdp Misc Item 20,mdp misc description,100020,mdp misc,Food,Active,Sprite,Sprite,Sprite,1,8.94999980926514,8.28999996185303,0,Mdp Misc Item 20,41.4500007629395,38.3800010681152,USD,21,Green Bay,Wisconsin,USA,42087,Mall,0,1021,2025-03-25,NULL,NULL,NULL,NULL,NULL,0,0,3,0,0
Gc5Kjdkq,2025-02-09,2025-02-04 10:15:24.0000000,2025-02-04 10:15:24.0000000,0,2,0,10,Morning,1,102,2025-02-04 10:15:24.0000000,0,12,Pizza Slice,Cheese pizza,100012,pizza,Food,Active,Italian Bread,Italian Bread,Italian,1,3.83999991416931,3.55999994277954,0,Pizza Slice,27.6900005340576,25.6399993896484,USD,14,Scottsdale,Arizona,USA,91070,Walmart,0,1014,2025-02-04,NULL,NULL,NULL,NULL,NULL,0,0,1,0,0
Gc5Kjdkq,2025-02-09,2025-02-04 10:15:24.0000000,2025-02-04 10:15:24.0000000,0,2,0,10,Morning,1,102,2025-02-04 10:15:24.0000000,0,21,Wrap Item 21,wrap description,100021,wrap,Food,Active,Gluten-Free,Gluten-Free,GF,1,14.7399997711182,13.6499996185303,0,Wrap Item 21,27.6900005340576,25.6399993896484,USD,14,Scottsdale,Arizona,USA,91070,Walmart,0,1014,2025-02-04,NULL,NULL,NULL,NULL,NULL,0,0,2,0,0
Gc5Kjdkq,2025-02-09,2025-02-04 10:15:24.0000000,2025-02-04 10:15:24.0000000,0,2,0,10,Morning,1,102,2025-02-04 10:15:24.0000000,0,59,Mdp Breadsticks/Wings Item 59,mdp breadsticks/wings description,100059,mdp breadsticks/wings,Food,Active,Chocolate Chip,Chocolate Chip Cookie,ChocoChip,1,7.05999994277954,6.53999996185303,0,Mdp Breadsticks/Wings Item 59,27.6900005340576,25.6399993896484,USD,14,Scottsdale,Arizona,USA,91070,Walmart,0,1014,2025-02-04,NULL,NULL,NULL,NULL,NULL,0,0,3,0,0
Z2csbuq8,2025-03-02,2025-02-27 20:09:20.0000000,2024-12-20 20:54:54.0000000,69,2,0,20,Dinner,3,103,2025-02-27 20:09:20.0000000,5.15000009536743,26,Returnable Items Item 26,returnable items description,100026,returnable items,Food,Active,M&M Cookie,M&M Cookie,MMCookie,1,13.0200004577637,12.0600004196167,0,Returnable Items Item 26,37.060001373291,34.3199996948242,USD,12,Tacoma,Washington,USA,70217,University,0,1012,2025-02-27,2,15% off $20+,Fifteen percent off orders $20+,Percent Discount,10002,5.15000009536743,0,1,0,0
Z2csbuq8,2025-03-02,2025-02-27 20:09:20.0000000,2024-12-20 20:54:54.0000000,69,2,0,20,Dinner,3,103,2025-02-27 20:09:20.0000000,5.15000009536743,21,Wrap Item 21,wrap description,100021,wrap,Food,Active,Gluten-Free,Gluten-Free,GF,1,11.2399997711182,10.4099998474121,0,Wrap Item 21,37.060001373291,34.3199996948242,USD,12,Tacoma,Washington,USA,70217,University,0,1012,2025-02-27,2,15% off $20+,Fifteen percent off orders $20+,Percent Discount,10002,5.15000009536743,0,2,0,0
Z2csbuq8,2025-03-02,2025-02-27 20:09:20.0000000,2024-12-20 20:54:54.0000000,69,2,0,20,Dinner,3,103,2025-02-27 20:09:20.0000000,5.15000009536743,19,Mdp Add-Ons Item 19,mdp add-ons description,100019,mdp add-ons,Food,Active,Diet Coke,Diet Coke,DietCoke,2,10.0600004196167,9.3100004196167,0,Mdp Add-Ons Item 19,37.060001373291,34.3199996948242,USD,12,Tacoma,Washington,USA,70217,University,0,1012,2025-02-27,2,15% off $20+,Fifteen percent off orders $20+,Percent Discount,10002,5.15000009536743,0,3,0,0
LF8vwiQP,2024-11-17,2024-11-14 16:13:11.0000000,2024-11-14 16:13:11.0000000,0,1,1,16,Afternoon,3,104,2024-11-14 16:13:11.0000000,0,63,3 Inch Item 63,3 inch description,100063,3 inch,Food,Active,Wheat Bread,9-Grain Wheat,Wheat,1,8.9399995803833,8.27999973297119,0,3 Inch Item 63,43.5800018310547,40.3499984741211,USD,16,Raleigh,North Carolina,USA,20458,Walmart,0,1016,2024-11-14,5,Reward Redemption,Points redemption,Points Deduction,10005,0,0,1,0,0
LF8vwiQP,2024-11-17,2024-11-14 16:13:11.0000000,2024-11-14 16:13:11.0000000,0,1,1,16,Afternoon,3,104,2024-11-14 16:13:11.0000000,0,112,Mdp Pizza Item 112,mdp pizza description,100112,mdp pizza,Food,Active,Doritos Nacho,Doritos Nacho,Doritos,2,19.7399997711182,18.2800006866455,0,Mdp Pizza Item 112,43.5800018310547,40.3499984741211,USD,16,Raleigh,North Carolina,USA,20458,Walmart,0,1016,2024-11-14,5,Reward Redemption,Points redemption,Points Deduction,10005,0,0,2,0,0
LF8vwiQP,2024-11-17,2024-11-14 16:13:11.0000000,2024-11-14 16:13:11.0000000,0,1,1,16,Afternoon,3,104,2024-11-14 16:13:11.0000000,0,33,Mdp Misc Item 33,mdp misc description,100033,mdp misc,Food,Active,Italian Herbs & Cheese,Italian Herbs & Cheese,IHC,1,11.6700000762939,10.8100004196167,0,Mdp Misc Item 33,43.5800018310547,40.3499984741211,USD,16,Raleigh,North Carolina,USA,20458,Walmart,0,1016,2024-11-14,5,Reward Redemption,Points redemption,Points Deduction,10005,0,0,3,0,0
41XJOLlX,2025-02-09,2025-02-04 19:32:20.0000000,2024-12-05 11:17:53.0000000,61,2,0,19,Dinner,1,105,2025-02-04 19:32:20.0000000,6.09000015258789,62,Pizza Item 62,pizza description,100062,pizza,Food,Active,Sprite,Sprite,Sprite,2,16.5,15.2799997329712,0,Pizza Item 62,43.8600006103516,40.6100006103516,USD,3,Harrisburg,Pennsylvania,USA,81482,Traditional,0,1003,2025-02-04,2,15% off $20+,Fifteen percent off orders $20+,Percent Discount,10002,6.09000015258789,0,1,0,0
41XJOLlX,2025-02-09,2025-02-04 19:32:20.0000000,2024-12-05 11:17:53.0000000,61,2,0,19,Dinner,1,105,2025-02-04 19:32:20.0000000,6.09000015258789,100,Mdp Breadsticks/Wings Item 100,mdp breadsticks/wings description,100100,mdp breadsticks/wings,Food,Active,Italian Herbs & Cheese,Italian Herbs & Cheese,IHC,1,5.13000011444092,4.75,0,Mdp Breadsticks/Wings Item 100,43.8600006103516,40.6100006103516,USD,3,Harrisburg,Pennsylvania,USA,81482,Traditional,0,1003,2025-02-04,2,15% off $20+,Fifteen percent off orders $20+,Percent Discount,10002,6.09000015258789,0,2,0,0
41XJOLlX,2025-02-09,2025-02-04 19:32:20.0000000,2024-12-05 11:17:53.0000000,61,2,0,19,Dinner,1,105,2025-02-04 19:32:20.0000000,6.09000015258789,106,Cookies Item 106,cookies description,100106,cookies,Food,Active,Wheat Bread,9-Grain Wheat,Wheat,2,18.9799995422363,17.5699996948242,0,Cookies Item 106,43.8600006103516,40.6100006103516,USD,3,Harrisburg,Pennsylvania,USA,81482,Traditional,0,1003,2025-02-04,2,15% off $20+,Fifteen percent off orders $20+,Percent Discount,10002,6.09000015258789,0,3,0,0
ZiJdL9JJ,2024-12-08,2024-12-02 14:14:03.0000000,2024-09-12 10:07:44.0000000,81,3,0,14,Lunch,0,106,2024-12-02 14:14:03.0000000,0,61,3 Inch Item 61,3 inch description,100061,3 inch,Food,Active,Baked Lays,Baked Lays,BakedLays,1,3.29999995231628,3.05999994277954,0,3 Inch Item 61,22.6700000762939,20.9899997711182,USD,19,Rochester,Minnesota,USA,44993,Hospital,0,1019,2024-12-02,NULL,NULL,NULL,NULL,NULL,0,0,1,0,0
ZiJdL9JJ,2024-12-08,2024-12-02 14:14:03.0000000,2024-09-12 10:07:44.0000000,81,3,0,14,Lunch,0,106,2024-12-02 14:14:03.0000000,0,98,Bottled Beverage Item 98,bottled beverage description,100098,bottled beverage,Food,Active,Doritos Nacho,Doritos Nacho,Doritos,1,6.73000001907349,6.23000001907349,0,Bottled Beverage Item 98,22.6700000762939,20.9899997711182,USD,19,Rochester,Minnesota,USA,44993,Hospital,0,1019,2024-12-02,NULL,NULL,NULL,NULL,NULL,0,0,2,0,0
ZiJdL9JJ,2024-12-08,2024-12-02 14:14:03.0000000,2024-09-12 10:07:44.0000000,81,3,0,14,Lunch,0,106,2024-12-02 14:14:03.0000000,0,100,Mdp Breadsticks/Wings Item 100,mdp breadsticks/wings description,100100,mdp breadsticks/wings,Food,Active,Italian Herbs & Cheese,Italian Herbs & Cheese,IHC,1,10.960000038147,10.1499996185303,0,Mdp Breadsticks/Wings Item 100,22.6700000762939,20.9899997711182,USD,19,Rochester,Minnesota,USA,44993,Hospital,0,1019,2024-12-02,NULL,NULL,NULL,NULL,NULL,0,0,3,0,0
9tEpZZRz,2025-06-29,2025-06-26 14:30:59.0000000,2024-10-28 18:29:20.0000000,241,2,0,14,Lunch,3,107,2025-06-26 14:30:59.0000000,0,80,Other Carrier Item 80,other carrier description,100080,other carrier,Food,Active,SunChips Cheddar,SunChips Harvest Cheddar,SunChips,1,4.30000019073486,3.98000001907349,0,Other Carrier Item 80,38.3499984741211,35.5200004577637,USD,23,Fort Wayne,Indiana,USA,52504,Walmart,0,1023,2025-06-26,NULL,NULL,NULL,NULL,NULL,0,0,1,0,1
9tEpZZRz,2025-06-29,2025-06-26 14:30:59.0000000,2024-10-28 18:29:20.0000000,241,2,0,14,Lunch,3,107,2025-06-26 14:30:59.0000000,0,27,Mdp Calzone/Slice Item 27,mdp calzone/slice description,100027,mdp calzone/slice,Food,Active,Diet Coke,Diet Coke,DietCoke,1,2.66000008583069,2.46000003814697,0,Mdp Calzone/Slice Item 27,38.3499984741211,35.5200004577637,USD,23,Fort Wayne,Indiana,USA,52504,Walmart,0,1023,2025-06-26,NULL,NULL,NULL,NULL,NULL,0,0,2,0,1
