loyalty_guest_id,week_ending_date,transaction_date,transaction_hour,time_of_day,day_of_week,message_key,transaction_date_utc,order_discount_amount,menu_item_id,menu_item_name,menu_item_description,plu,product_category_description,department_description,menu_item_status_type_description,flavor_description,flavor_long_name,flavor_short_name,line_item_quantity,line_item_amount,line_item_amount_less_vat,line_item_discount_amount,line_item_description,order_total,order_amount,iso_currency_alpha_code,restaurant_id,restaurant_city_name,restaurant_state_name,restaurant_country_name,restaurant_postal_code,restaurant_non_traditional_type_description,rewards_redeemed_amount,restaurant_number,business_date,promotion_id,promotion_name,promotion_description,discount_type_desc,coupon_offer_plu,whole_order_dis_fos,whole_order_dis_fosd,line_item_id
avDT7jcj,2025-07-13,2025-07-09 10:41:48.0000000,10,Morning,2,247,2025-07-09 10:41:48.0000000,0,47,Returnable Items Item 47,returnable items description,100047,returnable items,Food,Active,Italian Herbs & Cheese,Italian Herbs & Cheese,IHC,2,13.1599998474121,12.1899995803833,0,Returnable Items Item 47,34.7599983215332,32.189998626709,USD,13,Boulder,Colorado,USA,20328,University,0,1013,2025-07-09,3,Free Cookie with Footlong,Free cookie with any footlong,Cookie Promo,10003,0,0,2
avDT7jcj,2025-07-13,2025-07-09 10:41:48.0000000,10,Morning,2,247,2025-07-09 10:41:48.0000000,0,112,Mdp Pizza Item 112,mdp pizza description,100112,mdp pizza,Food,Active,Doritos Nacho,Doritos Nacho,Doritos,1,13.3100004196167,12.3199996948242,0,Mdp Pizza Item 112,34.7599983215332,32.189998626709,USD,13,Boulder,Colorado,USA,20328,University,0,1013,2025-07-09,3,Free Cookie with Footlong,Free cookie with any footlong,Cookie Promo,10003,0,0,3
8woPeX9P,2024-11-17,2024-11-17 10:47:29.0000000,10,Morning,6,248,2024-11-17 10:47:29.0000000,0,16,Mdp Calzone/Slice Item 16,mdp calzone/slice description,100016,mdp calzone/slice,Food,Active,M&M Cookie,M&M Cookie,MMCookie,2,12.2399997711182,11.3299999237061,0,Mdp Calzone/Slice Item 16,25.5400009155273,23.6499996185303,USD,19,Rochester,Minnesota,USA,44993,Hospital,0,1019,2024-11-17,1,BOGO Footlong,Buy one get one Footlong,BOGO Footlong,10001,0,0,1
8woPeX9P,2024-11-17,2024-11-17 10:47:29.0000000,10,Morning,6,248,2024-11-17 10:47:29.0000000,0,97,Mdp Bottled Drinks Item 97,mdp bottled drinks description,100097,mdp bottled drinks,Food,Active,Multigrain,Multigrain,Multi,1,7.05999994277954,6.53999996185303,0,Mdp Bottled Drinks Item 97,25.5400009155273,23.6499996185303,USD,19,Rochester,Minnesota,USA,44993,Hospital,0,1019,2024-11-17,1,BOGO Footlong,Buy one get one Footlong,BOGO Footlong,10001,0,0,2
8woPeX9P,2024-11-17,2024-11-17 10:47:29.0000000,10,Morning,6,248,2024-11-17 10:47:29.0000000,0,20,Mdp Misc Item 20,mdp misc description,100020,mdp misc,Food,Active,Sprite,Sprite,Sprite,1,4.34999990463257,4.03000020980835,0,Mdp Misc Item 20,25.5400009155273,23.6499996185303,USD,19,Rochester,Minnesota,USA,44993,Hospital,0,1019,2024-11-17,1,BOGO Footlong,Buy one get one Footlong,BOGO Footlong,10001,0,0,3
y3NAp935,2025-02-02,2025-02-01 15:03:12.0000000,15,Afternoon,5,251,2025-02-01 15:03:12.0000000,0,30,Mdp Add-Ons Item 30,mdp add-ons description,100030,mdp add-ons,Food,Active,Wheat Bread,9-Grain Wheat,Wheat,1,6.09000015258789,5.6399998664856,0,Mdp Add-Ons Item 30,47.2299995422363,43.7299995422363,USD,8,Miami,Florida,USA,30926,Hospital,0,1008,2025-02-01,7,Catering 10% off,Catering discount,Percent Discount,10007,0,0,1
y3NAp935,2025-02-02,2025-02-01 15:03:12.0000000,15,Afternoon,5,251,2025-02-01 15:03:12.0000000,0,2,"Tuna 6""",Tuna with mayo,100002,6 inch,Food,Active,Wheat Bread,9-Grain Wheat,Wheat,2,17.8799991607666,16.5599994659424,0,"Tuna 6""",47.2299995422363,43.7299995422363,USD,8,Miami,Florida,USA,30926,Hospital,0,1008,2025-02-01,7,Catering 10% off,Catering discount,Percent Discount,10007,0,0,2
y3NAp935,2025-02-02,2025-02-01 15:03:12.0000000,15,Afternoon,5,251,2025-02-01 15:03:12.0000000,0,58,Other Misc Item 58,other misc description,100058,other misc,Food,Active,Italian Herbs & Cheese,Italian Herbs & Cheese,IHC,2,19.7600002288818,18.2999992370605,0,Other Misc Item 58,47.2299995422363,43.7299995422363,USD,8,Miami,Florida,USA,30926,Hospital,0,1008,2025-02-01,7,Catering 10% off,Catering discount,Percent Discount,10007,0,0,3
Ys3I4w4A,2025-08-10,2025-08-06 12:52:14.0000000,12,Lunch,2,263,2025-08-06 12:52:14.0000000,0,106,Cookies Item 106,cookies description,100106,cookies,Food,Active,Wheat Bread,9-Grain Wheat,Wheat,2,23.6000003814697,21.8500003814697,0,Cookies Item 106,74.370002746582,68.8600006103516,USD,15,Atlanta,Georgia,USA,19116,Traditional,1.01999998092651,1015,2025-08-06,5,Reward Redemption,Points redemption,Points Deduction,10005,0,0,1
Ys3I4w4A,2025-08-10,2025-08-06 12:52:14.0000000,12,Lunch,2,263,2025-08-06 12:52:14.0000000,0,118,Cookies Item 118,cookies description,100118,cookies,Food,Active,Multigrain,Multigrain,Multi,2,23.0400009155273,21.3299999237061,0,Cookies Item 118,74.370002746582,68.8600006103516,USD,15,Atlanta,Georgia,USA,19116,Traditional,1.01999998092651,1015,2025-08-06,5,Reward Redemption,Points redemption,Points Deduction,10005,0,0,2
Ys3I4w4A,2025-08-10,2025-08-06 12:52:14.0000000,12,Lunch,2,263,2025-08-06 12:52:14.0000000,0,37,Catering Item 37,catering description,100037,catering,Food,Active,Baked Lays,Baked Lays,BakedLays,2,22.2199993133545,20.5699996948242,0,Catering Item 37,74.370002746582,68.8600006103516,USD,15,Atlanta,Georgia,USA,19116,Traditional,1.01999998092651,1015,2025-08-06,5,Reward Redemption,Points redemption,Points Deduction,10005,0,0,3
EDnvMju3,2025-08-17,2025-08-14 19:42:13.0000000,19,Dinner,3,265,2025-08-14 19:42:13.0000000,0,52,Chips Item 52,chips description,100052,chips,Food,Active,Lemonade,Lemonade,Lemonade,1,8.02999973297119,7.44000005722046,0,Chips Item 52,35.6599998474121,33.0200004577637,USD,7,Baltimore,Maryland,USA,68878,University,1.91999995708466,1007,2025-08-14,7,Catering 10% off,Catering discount,Percent Discount,10007,0,0,1
EDnvMju3,2025-08-17,2025-08-14 19:42:13.0000000,19,Dinner,3,265,2025-08-14 19:42:13.0000000,0,74,Mdp Pizza Item 74,mdp pizza description,100074,mdp pizza,Food,Active,Sprite,Sprite,Sprite,1,10.6599998474121,9.86999988555908,0,Mdp Pizza Item 74,35.6599998474121,33.0200004577637,USD,7,Baltimore,Maryland,USA,68878,University,1.91999995708466,1007,2025-08-14,7,Catering 10% off,Catering discount,Percent Discount,10007,0,0,2
EDnvMju3,2025-08-17,2025-08-14 19:42:13.0000000,19,Dinner,3,265,2025-08-14 19:42:13.0000000,0,73,Wrap Item 73,wrap description,100073,wrap,Food,Active,Italian Herbs & Cheese,Italian Herbs & Cheese,IHC,1,14.3299999237061,13.2700004577637,0,Wrap Item 73,35.6599998474121,33.0200004577637,USD,7,Baltimore,Maryland,USA,68878,University,1.91999995708466,1007,2025-08-14,7,Catering 10% off,Catering discount,Percent Discount,10007,0,0,3
dGYketTG,2025-04-06,2025-04-06 16:42:33.0000000,16,Afternoon,6,267,2025-04-06 16:42:33.0000000,0,19,Mdp Add-Ons Item 19,mdp add-ons description,100019,mdp add-ons,Food,Active,Diet Coke,Diet Coke,DietCoke,2,28.3400001525879,26.2399997711182,0,Mdp Add-Ons Item 19,55.4500007629395,51.3400001525879,USD,17,Columbus,Ohio,USA,59823,Airport,0,1017,2025-04-06,3,Free Cookie with Footlong,Free cookie with any footlong,Cookie Promo,10003,0,0,1
dGYketTG,2025-04-06,2025-04-06 16:42:33.0000000,16,Afternoon,6,267,2025-04-06 16:42:33.0000000,0,117,Salad Item 117,salad description,100117,salad,Food,Active,Multigrain,Multigrain,Multi,1,11.8699998855591,10.9899997711182,0,Salad Item 117,55.4500007629395,51.3400001525879,USD,17,Columbus,Ohio,USA,59823,Airport,0,1017,2025-04-06,3,Free Cookie with Footlong,Free cookie with any footlong,Cookie Promo,10003,0,0,2
dGYketTG,2025-04-06,2025-04-06 16:42:33.0000000,16,Afternoon,6,267,2025-04-06 16:42:33.0000000,0,3,"Veggie Delite 6""",Veggie sub,100003,6 inch,Food,Active,Italian Herbs & Cheese,Italian Herbs & Cheese,IHC,1,11.1300001144409,10.3100004196167,0,"Veggie Delite 6""",55.4500007629395,51.3400001525879,USD,17,Columbus,Ohio,USA,59823,Airport,0,1017,2025-04-06,3,Free Cookie with Footlong,Free cookie with any footlong,Cookie Promo,10003,0,0,3
lZieTX8D,2024-10-20,2024-10-14 12:00:42.0000000,12,Lunch,0,268,2024-10-14 12:00:42.0000000,0,10,Fountain Drink Medium,Fountain soda,100010,fountain,Food,Active,Coke,Coca-Cola,Coke,1,14.789999961853,13.6899995803833,0,Fountain Drink Medium,36.0800018310547,33.4099998474121,USD,21,Green Bay,Wisconsin,USA,42087,Mall,0,1021,2024-10-14,3,Free Cookie with Footlong,Free cookie with any footlong,Cookie Promo,10003,0,0,1
lZieTX8D,2024-10-20,2024-10-14 12:00:42.0000000,12,Lunch,0,268,2024-10-14 12:00:42.0000000,0,32,Salad Item 32,salad description,100032,salad,Food,Active,Italian Herbs & Cheese,Italian Herbs & Cheese,IHC,1,4.03000020980835,3.73000001907349,0,Salad Item 32,36.0800018310547,33.4099998474121,USD,21,Green Bay,Wisconsin,USA,42087,Mall,0,1021,2024-10-14,3,Free Cookie with Footlong,Free cookie with any footlong,Cookie Promo,10003,0,0,2
lZieTX8D,2024-10-20,2024-10-14 12:00:42.0000000,12,Lunch,0,268,2024-10-14 12:00:42.0000000,0,2,"Tuna 6""",Tuna with mayo,100002,6 inch,Food,Active,Wheat Bread,9-Grain Wheat,Wheat,1,14.5900001525879,13.5100002288818,0,"Tuna 6""",36.0800018310547,33.4099998474121,USD,21,Green Bay,Wisconsin,USA,42087,Mall,0,1021,2024-10-14,3,Free Cookie with Footlong,Free cookie with any footlong,Cookie Promo,10003,0,0,3
XR0upt4j,2025-05-18,2025-05-17 11:22:52.0000000,11,Lunch,5,275,2025-05-17 11:22:52.0000000,10.0299997329712,67,Fountain Item 67,fountain description,100067,fountain,Food,Active,M&M Cookie,M&M Cookie,MMCookie,1,6.48000001907349,6,1.29999995231628,Fountain Item 67,54.1300010681152,50.1199989318848,USD,5,New Haven,Connecticut,USA,88907,Traditional,0,1005,2025-05-17,4,Employee Meal,Employee meal discount,Percent Discount,10004,10.0299997329712,1.29999995231628,1
XR0upt4j,2025-05-18,2025-05-17 11:22:52.0000000,11,Lunch,5,275,2025-05-17 11:22:52.0000000,10.0299997329712,67,Fountain Item 67,fountain description,100067,fountain,Food,Active,M&M Cookie,M&M Cookie,MMCookie,2,16.2600002288818,15.0600004196167,3.25,Fountain Item 67,54.1300010681152,50.1199989318848,USD,5,New Haven,Connecticut,USA,88907,Traditional,0,1005,2025-05-17,4,Employee Meal,Employee meal discount,Percent Discount,10004,10.0299997329712,3.25,2
XR0upt4j,2025-05-18,2025-05-17 11:22:52.0000000,11,Lunch,5,275,2025-05-17 11:22:52.0000000,10.0299997329712,78,Cookies Item 78,cookies description,100078,cookies,Food,Active,M&M Cookie,M&M Cookie,MMCookie,2,27.3799991607666,25.3500003814697,5.48000001907349,Cookies Item 78,54.1300010681152,50.1199989318848,USD,5,New Haven,Connecticut,USA,88907,Traditional,0,1005,2025-05-17,4,Employee Meal,Employee meal discount,Percent Discount,10004,10.0299997329712,5.48000001907349,3
jZK8tfph,2024-12-22,2024-12-19 17:27:45.0000000,17,Afternoon,3,276,2024-12-19 17:27:45.0000000,0,116,Muffin Melt Item 116,muffin melt description,100116,muffin melt,Food,Active,Oatmeal Raisin,Oatmeal Raisin Cookie,Oatmeal,2,17.3999996185303,16.1100006103516,0,Muffin Melt Item 116,38.4000015258789,35.560001373291,USD,13,Boulder,Colorado,USA,20328,University,0,1013,2024-12-19,7,Catering 10% off,Catering discount,Percent Discount,10007,0,0,1
jZK8tfph,2024-12-22,2024-12-19 17:27:45.0000000,17,Afternoon,3,276,2024-12-19 17:27:45.0000000,0,110,Hot Beverage Item 110,hot beverage description,100110,hot beverage,Food,Active,Oatmeal Raisin,Oatmeal Raisin Cookie,Oatmeal,1,8,7.40999984741211,0,Hot Beverage Item 110,38.4000015258789,35.560001373291,USD,13,Boulder,Colorado,USA,20328,University,0,1013,2024-12-19,7,Catering 10% off,Catering discount,Percent Discount,10007,0,0,2
jZK8tfph,2024-12-22,2024-12-19 17:27:45.0000000,17,Afternoon,3,276,2024-12-19 17:27:45.0000000,0,108,Returnable Items Item 108,returnable items description,100108,returnable items,Food,Active,Coke,Coca-Cola,Coke,1,10.1599998474121,9.40999984741211,0,Returnable Items Item 108,38.4000015258789,35.560001373291,USD,13,Boulder,Colorado,USA,20328,University,0,1013,2024-12-19,7,Catering 10% off,Catering discount,Percent Discount,10007,0,0,3
Vg8WnOnq,2024-12-22,2024-12-16 12:55:28.0000000,12,Lunch,0,281,2024-12-16 12:55:28.0000000,0,80,Other Carrier Item 80,other carrier description,100080,other carrier,Food,Active,SunChips Cheddar,SunChips Harvest Cheddar,SunChips,1,7.44999980926514,6.90000009536743,0,Other Carrier Item 80,38.2200012207031,35.3899993896484,USD,25,Charleston,South Carolina,USA,62581,Airport,3.48000001907349,1025,2024-12-16,5,Reward Redemption,Points redemption,Points Deduction,10005,0,0,1
Vg8WnOnq,2024-12-22,2024-12-16 12:55:28.0000000,12,Lunch,0,281,2024-12-16 12:55:28.0000000,0,76,Bottled Beverage Item 76,bottled beverage description,100076,bottled beverage,Food,Active,Lemonade,Lemonade,Lemonade,1,13.2600002288818,12.2799997329712,0,Bottled Beverage Item 76,38.2200012207031,35.3899993896484,USD,25,Charleston,South Carolina,USA,62581,Airport,3.48000001907349,1025,2024-12-16,5,Reward Redemption,Points redemption,Points Deduction,10005,0,0,2
Vg8WnOnq,2024-12-22,2024-12-16 12:55:28.0000000,12,Lunch,0,281,2024-12-16 12:55:28.0000000,0,56,Mdp Fountain Drinks Item 56,mdp fountain drinks description,100056,mdp fountain drinks,Food,Active,Multigrain,Multigrain,Multi,2,14.6800003051758,13.5900001525879,0,Mdp Fountain Drinks Item 56,38.2200012207031,35.3899993896484,USD,25,Charleston,South Carolina,USA,62581,Airport,3.48000001907349,1025,2024-12-16,5,Reward Redemption,Points redemption,Points Deduction,10005,0,0,3
PYcy4OqX,2025-03-16,2025-03-11 17:30:41.0000000,17,Afternoon,1,283,2025-03-11 17:30:41.0000000,5.88000011444092,84,Soups Item 84,soups description,100084,soups,Food,Active,Sprite,Sprite,Sprite,2,17.5799999237061,16.2800006866455,0,Soups Item 84,42.3499984741211,39.2099990844727,USD,22,Memphis,Tennessee,USA,93886,Hospital,0,1022,2025-03-11,2,15% off $20+,Fifteen percent off orders $20+,Percent Discount,10002,5.88000011444092,0,1
PYcy4OqX,2025-03-16,2025-03-11 17:30:41.0000000,17,Afternoon,1,283,2025-03-11 17:30:41.0000000,5.88000011444092,23,Other Carrier Item 23,other carrier description,100023,other carrier,Food,Active,Lemonade,Lemonade,Lemonade,1,6.98000001907349,6.46000003814697,0,Other Carrier Item 23,42.3499984741211,39.2099990844727,USD,22,Memphis,Tennessee,USA,93886,Hospital,0,1022,2025-03-11,2,15% off $20+,Fifteen percent off orders $20+,Percent Discount,10002,5.88000011444092,0,2
PYcy4OqX,2025-03-16,2025-03-11 17:30:41.0000000,17,Afternoon,1,283,2025-03-11 17:30:41.0000000,5.88000011444092,48,Hot Beverage Item 48,hot beverage description,100048,hot beverage,Food,Active,Italian Bread,Italian Bread,Italian,1,14.6499996185303,13.5600004196167,0,Hot Beverage Item 48,42.3499984741211,39.2099990844727,USD,22,Memphis,Tennessee,USA,93886,Hospital,0,1022,2025-03-11,2,15% off $20+,Fifteen percent off orders $20+,Percent Discount,10002,5.88000011444092,0,3
gyGLtke0,2024-12-08,2024-12-06 17:11:04.0000000,17,Afternoon,4,285,2024-12-06 17:11:04.0000000,0,25,Other Carrier Item 25,other carrier description,100025,other carrier,Food,Active,Baked Lays,Baked Lays,BakedLays,1,7.53000020980835,6.96999979019165,0,Other Carrier Item 25,29.0100002288818,26.8600006103516,USD,6,Alexandria,Virginia,USA,95181,Hospital,0,1006,2024-12-06,3,Free Cookie with Footlong,Free cookie with any footlong,Cookie Promo,10003,0,0,1
gyGLtke0,2024-12-08,2024-12-06 17:11:04.0000000,17,Afternoon,4,285,2024-12-06 17:11:04.0000000,0,85,Mdp Bottled Drinks Item 85,mdp bottled drinks description,100085,mdp bottled drinks,Food,Active,Sprite,Sprite,Sprite,1,13.960000038147,12.9300003051758,0,Mdp Bottled Drinks Item 85,29.0100002288818,26.8600006103516,USD,6,Alexandria,Virginia,USA,95181,Hospital,0,1006,2024-12-06,3,Free Cookie with Footlong,Free cookie with any footlong,Cookie Promo,10003,0,0,2
gyGLtke0,2024-12-08,2024-12-06 17:11:04.0000000,17,Afternoon,4,285,2024-12-06 17:11:04.0000000,0,30,Mdp Add-Ons Item 30,mdp add-ons description,100030,mdp add-ons,Food,Active,Wheat Bread,9-Grain Wheat,Wheat,1,5.36999988555908,4.96999979019165,0,Mdp Add-Ons Item 30,29.0100002288818,26.8600006103516,USD,6,Alexandria,Virginia,USA,95181,Hospital,0,1006,2024-12-06,3,Free Cookie with Footlong,Free cookie with any footlong,Cookie Promo,10003,0,0,3
vXiOqkVC,2025-02-02,2025-01-28 15:22:13.0000000,15,Afternoon,1,289,2025-01-28 15:22:13.0000000,0,83,Mdp Pizza Item 83,mdp pizza description,100083,mdp pizza,Food,Active,Doritos Nacho,Doritos Nacho,Doritos,1,14.710000038147,13.6199998855591,0,Mdp Pizza Item 83,31.2800006866455,28.9599990844727,USD,24,Louisville,Kentucky,USA,40021,Walmart,0,1024,2025-01-28,7,Catering 10% off,Catering discount,Percent Discount,10007,0,0,1
vXiOqkVC,2025-02-02,2025-01-28 15:22:13.0000000,15,Afternoon,1,289,2025-01-28 15:22:13.0000000,0,101,Other Carrier Item 101,other carrier description,100101,other carrier,Food,Active,M&M Cookie,M&M Cookie,MMCookie,1,6.44999980926514,5.96999979019165,0,Other Carrier Item 101,31.2800006866455,28.9599990844727,USD,24,Louisville,Kentucky,USA,40021,Walmart,0,1024,2025-01-28,7,Catering 10% off,Catering discount,Percent Discount,10007,0,0,2
vXiOqkVC,2025-02-02,2025-01-28 15:22:13.0000000,15,Afternoon,1,289,2025-01-28 15:22:13.0000000,0,28,Soups Item 28,soups description,100028,soups,Food,Active,Multigrain,Multigrain,Multi,1,7.80000019073486,7.21999979019165,0,Soups Item 28,31.2800006866455,28.9599990844727,USD,24,Louisville,Kentucky,USA,40021,Walmart,0,1024,2025-01-28,7,Catering 10% off,Catering discount,Percent Discount,10007,0,0,3
gp4IiyDx,2025-02-16,2025-02-11 19:56:31.0000000,19,Dinner,1,291,2025-02-11 19:56:31.0000000,6,17,Other Beverage Item 17,other beverage description,100017,other beverage,Food,Active,Coke,Coca-Cola,Coke,1,10.460000038147,9.6899995803833,2,Other Beverage Item 17,22.5,20.8299999237061,USD,18,Ann Arbor,Michigan,USA,31319,Airport,0,1018,2025-02-11,6,Lunch Combo $2 off,Bundle discount,Bundle Coupon,10006,6,2,1
gp4IiyDx,2025-02-16,2025-02-11 19:56:31.0000000,19,Dinner,1,291,2025-02-11 19:56:31.0000000,6,92,Footlong Item 92,footlong description,100092,footlong,Food,Active,SunChips Cheddar,SunChips Harvest Cheddar,SunChips,1,6.03999996185303,5.59000015258789,2,Footlong Item 92,22.5,20.8299999237061,USD,18,Ann Arbor,Michigan,USA,31319,Airport,0,1018,2025-02-11,6,Lunch Combo $2 off,Bundle discount,Bundle Coupon,10006,6,2,2
gp4IiyDx,2025-02-16,2025-02-11 19:56:31.0000000,19,Dinner,1,291,2025-02-11 19:56:31.0000000,6,66,Fountain Item 66,fountain description,100066,fountain,Food,Active,Italian Bread,Italian Bread,Italian,1,4.32999992370605,4.01000022888184,2,Fountain Item 66,22.5,20.8299999237061,USD,18,Ann Arbor,Michigan,USA,31319,Airport,0,1018,2025-02-11,6,Lunch Combo $2 off,Bundle discount,Bundle Coupon,10006,6,2,3
NyXwNb3R,2025-01-26,2025-01-24 10:41:43.0000000,10,Morning,4,293,2025-01-24 10:41:43.0000000,8.97999954223633,34,Muffin Melt Item 34,muffin melt description,100034,muffin melt,Food,Active,Doritos Nacho,Doritos Nacho,Doritos,2,28.7399997711182,26.6100006103516,5.75,Muffin Melt Item 34,48.4799995422363,44.8899993896484,USD,8,Miami,Florida,USA,30926,Hospital,0,1008,2025-01-24,4,Employee Meal,Employee meal discount,Percent Discount,10004,8.97999954223633,5.75,1
NyXwNb3R,2025-01-26,2025-01-24 10:41:43.0000000,10,Morning,4,293,2025-01-24 10:41:43.0000000,8.97999954223633,13,Soup Cup,Tomato soup,100013,soups,Food,Active,Lemonade,Lemonade,Lemonade,1,4.80000019073486,4.44000005722046,0.959999978542328,Soup Cup,48.4799995422363,44.8899993896484,USD,8,Miami,Florida,USA,30926,Hospital,0,1008,2025-01-24,4,Employee Meal,Employee meal discount,Percent Discount,10004,8.97999954223633,0.959999978542328,2
NyXwNb3R,2025-01-26,2025-01-24 10:41:43.0000000,10,Morning,4,293,2025-01-24 10:41:43.0000000,8.97999954223633,65,Muffin Melt Item 65,muffin melt description,100065,muffin melt,Food,Active,Gluten-Free,Gluten-Free,GF,1,11.3500003814697,10.5100002288818,2.26999998092651,Muffin Melt Item 65,48.4799995422363,44.8899993896484,USD,8,Miami,Florida,USA,30926,Hospital,0,1008,2025-01-24,4,Employee Meal,Employee meal discount,Percent Discount,10004,8.97999954223633,2.26999998092651,3
9djTrfc6,2025-03-09,2025-03-08 12:53:07.0000000,12,Lunch,5,294,2025-03-08 12:53:07.0000000,0,68,Mdp Calzone/Slice Item 68,mdp calzone/slice description,100068,mdp calzone/slice,Food,Active,Wheat Bread,9-Grain Wheat,Wheat,1,4.86999988555908,4.51000022888184,0,Mdp Calzone/Slice Item 68,24.8400001525879,23,USD,2,Jersey City,New Jersey,USA,39256,Mall,0,1002,2025-03-08,1,BOGO Footlong,Buy one get one Footlong,BOGO Footlong,10001,0,0,1
9djTrfc6,2025-03-09,2025-03-08 12:53:07.0000000,12,Lunch,5,294,2025-03-08 12:53:07.0000000,0,64,Soups Item 64,soups description,100064,soups,Food,Active,M&M Cookie,M&M Cookie,MMCookie,1,10.5900001525879,9.8100004196167,0,Soups Item 64,24.8400001525879,23,USD,2,Jersey City,New Jersey,USA,39256,Mall,0,1002,2025-03-08,1,BOGO Footlong,Buy one get one Footlong,BOGO Footlong,10001,0,0,2
9djTrfc6,2025-03-09,2025-03-08 12:53:07.0000000,12,Lunch,5,294,2025-03-08 12:53:07.0000000,0,61,3 Inch Item 61,3 inch description,100061,3 inch,Food,Active,Baked Lays,Baked Lays,BakedLays,2,7.53999996185303,6.98000001907349,0,3 Inch Item 61,24.8400001525879,23,USD,2,Jersey City,New Jersey,USA,39256,Mall,0,1002,2025-03-08,1,BOGO Footlong,Buy one get one Footlong,BOGO Footlong,10001,0,0,3
WB36Ud9s,2024-11-10,2024-11-04 20:05:24.0000000,20,Dinner,0,300,2024-11-04 20:05:24.0000000,0,64,Soups Item 64,soups description,100064,soups,Food,Active,M&M Cookie,M&M Cookie,MMCookie,1,8.9399995803833,8.27999973297119,0,Soups Item 64,18.8299999237061,17.4300003051758,USD,13,Boulder,Colorado,USA,20328,University,0,1013,2024-11-04,7,Catering 10% off,Catering discount,Percent Discount,10007,0,0,1
WB36Ud9s,2024-11-10,2024-11-04 20:05:24.0000000,20,Dinner,0,300,2024-11-04 20:05:24.0000000,0,45,Mdp Misc Item 45,mdp misc description,100045,mdp misc,Food,Active,Coke,Coca-Cola,Coke,1,5.51000022888184,5.09999990463257,0,Mdp Misc Item 45,18.8299999237061,17.4300003051758,USD,13,Boulder,Colorado,USA,20328,University,0,1013,2024-11-04,7,Catering 10% off,Catering discount,Percent Discount,10007,0,0,2
WB36Ud9s,2024-11-10,2024-11-04 20:05:24.0000000,20,Dinner,0,300,2024-11-04 20:05:24.0000000,0,65,Muffin Melt Item 65,muffin melt description,100065,muffin melt,Food,Active,Gluten-Free,Gluten-Free,GF,1,2.98000001907349,2.75999999046326,0,Muffin Melt Item 65,18.8299999237061,17.4300003051758,USD,13,Boulder,Colorado,USA,20328,University,0,1013,2024-11-04,7,Catering 10% off,Catering discount,Percent Discount,10007,0,0,3
0W3iPRje,2024-11-03,2024-10-30 18:23:45.0000000,18,Dinner,2,302,2024-10-30 18:23:45.0000000,6,53,Salad Item 53,salad description,100053,salad,Food,Active,Oatmeal Raisin,Oatmeal Raisin Cookie,Oatmeal,2,5.21999979019165,4.82999992370605,2,Salad Item 53,31.7099990844727,29.3600006103516,USD,4,Boston,Massachusetts,USA,13905,Traditional,0,1004,2024-10-30,6,Lunch Combo $2 off,Bundle discount,Bundle Coupon,10006,6,2,1
0W3iPRje,2024-11-03,2024-10-30 18:23:45.0000000,18,Dinner,2,302,2024-10-30 18:23:45.0000000,6,77,Mdp Fountain Drinks Item 77,mdp fountain drinks description,100077,mdp fountain drinks,Food,Active,Diet Coke,Diet Coke,DietCoke,1,9.27999973297119,8.59000015258789,2,Mdp Fountain Drinks Item 77,31.7099990844727,29.3600006103516,USD,4,Boston,Massachusetts,USA,13905,Traditional,0,1004,2024-10-30,6,Lunch Combo $2 off,Bundle discount,Bundle Coupon,10006,6,2,2
0W3iPRje,2024-11-03,2024-10-30 18:23:45.0000000,18,Dinner,2,302,2024-10-30 18:23:45.0000000,6,7,Chicken Caesar Wrap,Caesar wrap,100007,wrap,Food,Active,Multigrain,Multigrain,Multi,1,14.8599996566772,13.7600002288818,2,Chicken Caesar Wrap,31.7099990844727,29.3600006103516,USD,4,Boston,Massachusetts,USA,13905,Traditional,0,1004,2024-10-30,6,Lunch Combo $2 off,Bundle discount,Bundle Coupon,10006,6,2,3
aDNKgeIn,2025-06-29,2025-06-29 20:49:55.0000000,20,Dinner,6,303,2025-06-29 20:49:55.0000000,9.80000019073486,71,Footlong Item 71,footlong description,100071,footlong,Food,Active,Chocolate Chip,Chocolate Chip Cookie,ChocoChip,2,25.7999992370605,23.8899993896484,5.15999984741211,Footlong Item 71,52.9000015258789,48.9799995422363,USD,20,Columbia,Missouri,USA,19358,University,0,1020,2025-06-29,4,Employee Meal,Employee meal discount,Percent Discount,10004,9.80000019073486,5.15999984741211,1
aDNKgeIn,2025-06-29,2025-06-29 20:49:55.0000000,20,Dinner,6,303,2025-06-29 20:49:55.0000000,9.80000019073486,31,Other Misc Item 31,other misc description,100031,other misc,Food,Active,Italian Bread,Italian Bread,Italian,1,13.3400001525879,12.3500003814697,2.67000007629395,Other Misc Item 31,52.9000015258789,48.9799995422363,USD,20,Columbia,Missouri,USA,19358,University,0,1020,2025-06-29,4,Employee Meal,Employee meal discount,Percent Discount,10004,9.80000019073486,2.67000007629395,2
