guest_profile_id,channel_name,event_link,campaign_id,has_any_utm,utm_source,utm_medium,utm_campaign,complete_utm_loss_flag,event_activity,event_date,last_open_ts,last_click_ts,device,mobile_device,operating_system,delivery_id,delivery_cd,name,label,nature,status,touchpoint_count,touchpoint_sequence,is_first_touch,is_last_touch,is_multi_touch,engagement_score,base_score,channel_multiplier,recency_weight,hour_of_day,daypart_segment,opt_out_flag
4SFhbOMZ,iOS applications channel,https://subway.com/deals?utm_source=email&utm_medium=push&utm_campaign=promo_03,3,1,email,push,promo_03,0,Open,2025-04-21 16:00:00.0000000,2025-07-20 09:58:04.0000000,2025-04-20 13:00:00.0000000,Android,1,Android,163,otinifBSWYhe,Campaign 3 - IOS,Awareness,Transactional,Sent,1,1,1,1,0,0.0799999982118607,1,1.5,0.0500000007450581,16,Afternoon,0
4SFhbOMZ,iOS applications channel,https://subway.com/deals?utm_source=email&utm_medium=push&utm_campaign=promo_08,8,1,email,push,promo_08,0,Open,2025-04-22 10:00:00.0000000,2025-07-20 09:58:04.0000000,2025-04-20 13:00:00.0000000,Android,1,Windows,48,zPKmJNVHpper,Campaign 8 - IOS,Awareness,Promotional,Sent,1,1,1,1,0,0.0799999982118607,1,1.5,0.0500000007450581,10,Morning,0
4SFhbOMZ,Android applications channel,https://subway.com/deals?utm_source=subway_app&utm_medium=email&utm_campaign=promo_17,17,1,subway_app,email,promo_17,0,Open,2025-07-20 09:58:04.0000000,2025-07-20 09:58:04.0000000,2025-04-20 13:00:00.0000000,iPhone,1,macOS,177,NRwXsudbLci1,Campaign 17 - ANDROID,Awareness,Promotional,Completed,1,1,1,1,0,0.0799999982118607,1,1.5,0.0500000007450581,9,Morning,0
4SFhbOMZ,Android applications channel,https://subway.com/deals?utm_source=email&utm_medium=push&utm_campaign=promo_19,19,1,email,push,promo_19,0,Open,2025-03-08 14:13:36.0000000,2025-07-20 09:58:04.0000000,2025-04-20 13:00:00.0000000,iPhone,1,Windows,59,705O7VrjXmgi,Campaign 19 - ANDROID,Promo,Transactional,Sent,1,1,1,1,0,0.0799999982118607,1,1.5,0.0500000007450581,14,Lunch,0
4SFhbOMZ,iOS applications channel,https://subway.com/deals?utm_source=email&utm_medium=push&utm_campaign=promo_20,20,1,email,push,promo_20,0,Email Click,2025-04-20 13:00:00.0000000,2025-07-20 09:58:04.0000000,2025-04-20 13:00:00.0000000,iPhone,0,Android,260,Dx7mCaoVbWrR,Campaign 20 - IOS,Awareness,Promotional,Sent,1,1,1,1,0,0,0,1.5,0.0500000007450581,13,Lunch,0
4i3erXY2,Android applications channel,https://subway.com/deals?utm_source=subway_app&utm_medium=email&utm_campaign=promo_07,7,1,subway_app,email,promo_07,0,Open,2025-06-24 20:00:00.0000000,2025-06-24 20:00:00.0000000,2025-06-23 14:00:00.0000000,iPhone,0,iOS,247,c9Q4CVrPf3kT,Campaign 7 - ANDROID,Loyalty,Transactional,Sent,1,1,1,1,0,0.0799999982118607,1,1.5,0.0500000007450581,20,Dinner,0
4i3erXY2,iOS applications channel,https://subway.com/deals?utm_source=email&utm_medium=email&utm_campaign=promo_29,29,1,email,email,promo_29,0,Mobile App Click,2025-06-23 14:00:00.0000000,2025-06-24 20:00:00.0000000,2025-06-23 14:00:00.0000000,Desktop,1,Windows,189,HQ1L8X7HqF4f,Campaign 29 - IOS,Loyalty,Promotional,Completed,1,1,1,1,0,0.379999995231628,5,1.5,0.0500000007450581,14,Lunch,0
4uG4yAM6,Email channel,https://subway.com/deals?utm_source=subway_app&utm_medium=email&utm_campaign=promo_05,5,1,subway_app,email,promo_05,0,Email Click,2025-02-01 05:06:12.0000000,NULL,2025-08-17 12:38:54.0000000,Desktop,1,Android,165,wbfj2V8r8Lww,Campaign 5 - EMAIL,Loyalty,Promotional,Sent,1,1,1,1,0,0.150000005960464,3,1,0.0500000007450581,5,Late Night,0
4uG4yAM6,Email channel,https://subway.com/menu,10,0,Undefined,Undefined,Undefined,-1,Email Click,2025-04-04 20:00:00.0000000,NULL,2025-08-17 12:38:54.0000000,Android,0,iOS,290,RWzWXSItuLbK,Campaign 10 - EMAIL,Promo,Promotional,Completed,1,1,1,1,0,0.150000005960464,3,1,0.0500000007450581,20,Dinner,0
4uG4yAM6,Android applications channel,https://subway.com/deals?utm_source=email&utm_medium=push&utm_campaign=promo_11,11,1,email,push,promo_11,0,Email Click,2025-04-05 14:00:00.0000000,NULL,2025-08-17 12:38:54.0000000,Desktop,1,Windows,251,kdN9ulbTdtyg,Campaign 11 - ANDROID,Promo,Transactional,Completed,1,1,1,1,0,0,0,1.5,0.0500000007450581,14,Lunch,0
4uG4yAM6,Email channel,https://subway.com/deals?utm_source=email&utm_medium=email&utm_campaign=promo_17,17,1,email,email,promo_17,0,Email Click,2025-08-17 12:38:54.0000000,NULL,2025-08-17 12:38:54.0000000,Desktop,1,Android,17,UpQq8VSVfnkz,Campaign 17 - EMAIL,Promo,Promotional,Completed,1,1,1,1,0,0.28999999165535,3,1,0.097850039601326,12,Lunch,0
4uG4yAM6,iOS applications channel,https://subway.com/deals?utm_source=subway_app&utm_medium=push&utm_campaign=promo_36,36,1,subway_app,push,promo_36,0,Mobile App Click,2025-04-06 11:00:00.0000000,NULL,2025-08-17 12:38:54.0000000,iPhone,1,macOS,276,Vynzl0axaewb,Campaign 36 - IOS,Promo,Promotional,Completed,1,1,1,1,0,0.379999995231628,5,1.5,0.0500000007450581,11,Lunch,0
4xHG6r1k,iOS applications channel,https://subway.com/deals?utm_source=email&utm_medium=email&utm_campaign=promo_18,18,1,email,email,promo_18,0,Mobile App Click,2025-08-04 09:00:00.0000000,2025-08-05 18:00:00.0000000,2025-08-04 09:00:00.0000000,Android,1,Windows,258,6SiP7aMEa5aR,Campaign 18 - IOS,Awareness,Transactional,Completed,2,1,1,0,1,0.379999995231628,5,1.5,0.0500000007450581,9,Morning,0
4xHG6r1k,Android applications channel,https://subway.com/menu,18,0,Undefined,Undefined,Undefined,1,Open,2025-08-05 18:00:00.0000000,2025-08-05 18:00:00.0000000,2025-08-04 09:00:00.0000000,Android,0,iOS,138,8NIKYnYRfN4v,Campaign 18 - ANDROID,Promo,Transactional,Sent,2,2,0,1,1,0.0799999982118607,1,1.5,0.0500000007450581,18,Dinner,0
4xHG6r1k,Email channel,https://subway.com/deals?utm_source=subway_app&utm_medium=email&utm_campaign=promo_22,22,1,subway_app,email,promo_22,0,Open,2025-08-02 16:00:00.0000000,2025-08-05 18:00:00.0000000,2025-08-04 09:00:00.0000000,iPhone,1,macOS,102,G5EKUvAw9Zss,Campaign 22 - EMAIL,Promo,Transactional,Completed,1,1,1,1,0,0.0199999995529652,0.5,1,0.0500000007450581,16,Afternoon,0
4xHG6r1k,iOS applications channel,https://subway.com/deals?utm_source=email&utm_medium=email&utm_campaign=promo_40,40,1,email,email,promo_40,0,Open,2025-08-03 17:00:00.0000000,2025-08-05 18:00:00.0000000,2025-08-04 09:00:00.0000000,iPhone,1,Windows,280,xuMBOp6cWNLm,Campaign 40 - IOS,Awareness,Promotional,Completed,1,1,1,1,0,0.0799999982118607,1,1.5,0.0500000007450581,17,Afternoon,0
51vTfGPl,Email channel,https://subway.com/menu,19,0,Undefined,Undefined,Undefined,-1,Opt-out,2025-01-23 16:00:00.0000000,NULL,2025-01-24 19:00:00.0000000,Desktop,0,Android,179,ucDQ3BKG5Arb,Campaign 19 - EMAIL,Awareness,Promotional,Completed,1,1,1,1,0,-0.25,-5,1,0.0500000007450581,16,Afternoon,1
51vTfGPl,Email channel,https://subway.com/menu,38,0,Undefined,Undefined,Undefined,-1,Email Click,2025-01-24 19:00:00.0000000,NULL,2025-01-24 19:00:00.0000000,iPhone,0,iOS,38,HcUe1te8n9Hg,Campaign 38 - EMAIL,Loyalty,Promotional,Completed,1,1,1,1,0,0.150000005960464,3,1,0.0500000007450581,19,Dinner,0
57Y3c5wn,iOS applications channel,https://subway.com/deals?utm_source=email&utm_medium=email&utm_campaign=promo_04,4,1,email,email,promo_04,0,Mobile App Click,2024-09-12 11:00:00.0000000,2024-09-13 09:00:00.0000000,2024-09-12 11:00:00.0000000,iPhone,1,macOS,4,SoZuA9wHIaS1,Campaign 4 - IOS,Promo,Transactional,Sent,1,1,1,1,0,0.379999995231628,5,1.5,0.0500000007450581,11,Lunch,0
57Y3c5wn,Email channel,https://subway.com/menu,14,0,Undefined,Undefined,Undefined,-1,Open,2024-09-13 09:00:00.0000000,2024-09-13 09:00:00.0000000,2024-09-12 11:00:00.0000000,Desktop,1,macOS,294,i3ntB0TQEkMK,Campaign 14 - EMAIL,Loyalty,Promotional,Completed,1,1,1,1,0,0.0199999995529652,0.5,1,0.0500000007450581,9,Morning,0
57Y3c5wn,Email channel,https://subway.com/deals?utm_source=email&utm_medium=push&utm_campaign=promo_27,27,1,email,push,promo_27,0,Open,2024-09-11 09:00:00.0000000,2024-09-13 09:00:00.0000000,2024-09-12 11:00:00.0000000,Desktop,1,macOS,67,xfHTyUYGN8ky,Campaign 27 - EMAIL,Awareness,Promotional,Sent,1,1,1,1,0,0.0199999995529652,0.5,1,0.0500000007450581,9,Morning,0
5ETbB8Pk,iOS applications channel,https://subway.com/deals?utm_source=email&utm_medium=email&utm_campaign=promo_26,26,1,email,email,promo_26,0,Mobile App Click,2025-09-03 10:53:54.0000000,NULL,2025-09-03 10:53:54.0000000,Android,1,macOS,106,OknKU1wdPqW0,Campaign 26 - IOS,Promo,Promotional,Completed,1,1,1,1,0,3.92000007629395,5,1.5,0.522995710372925,10,Morning,0
5Gj1Bf86,Email channel,https://subway.com/menu,28,0,Undefined,Undefined,Undefined,-1,Email Click,2025-04-27 18:00:00.0000000,2025-04-28 20:00:00.0000000,2025-04-27 18:00:00.0000000,iPhone,1,macOS,268,u42SeYid6ZCd,Campaign 28 - EMAIL,Loyalty,Transactional,Sent,1,1,1,1,0,0.150000005960464,3,1,0.0500000007450581,18,Dinner,0
5Gj1Bf86,Android applications channel,https://subway.com/menu,40,0,Undefined,Undefined,Undefined,-1,Open,2025-04-28 20:00:00.0000000,2025-04-28 20:00:00.0000000,2025-04-27 18:00:00.0000000,Desktop,1,Windows,240,0TKRiTyHVpgu,Campaign 40 - ANDROID,Loyalty,Promotional,Completed,1,1,1,1,0,0.0799999982118607,1,1.5,0.0500000007450581,20,Dinner,0
5HZKRNjh,Email channel,https://subway.com/deals?utm_source=email&utm_medium=email&utm_campaign=promo_18,18,1,email,email,promo_18,0,Mobile App Click,2025-02-26 18:00:00.0000000,2025-02-25 10:00:00.0000000,2025-02-26 18:00:00.0000000,Desktop,1,Windows,178,wAwdQpppPtLf,Campaign 18 - EMAIL,Promo,Transactional,Sent,1,1,1,1,0,0,0,1,0.0500000007450581,18,Dinner,0
5HZKRNjh,Android applications channel,https://subway.com/deals?utm_source=email&utm_medium=push&utm_campaign=promo_40,40,1,email,push,promo_40,0,Open,2025-02-25 10:00:00.0000000,2025-02-25 10:00:00.0000000,2025-02-26 18:00:00.0000000,Android,1,Windows,120,vdvYUczhnZPQ,Campaign 40 - ANDROID,Awareness,Promotional,Sent,1,1,1,1,0,0.0799999982118607,1,1.5,0.0500000007450581,10,Morning,0
5IEPXjxz,Email channel,https://subway.com/deals?utm_source=subway_app&utm_medium=push&utm_campaign=promo_16,16,1,subway_app,push,promo_16,0,Mobile App Click,2024-11-07 08:00:00.0000000,NULL,2024-11-07 08:00:00.0000000,Desktop,1,Android,96,9daTJ0wh3s3b,Campaign 16 - EMAIL,Awareness,Transactional,Completed,1,1,1,1,0,0,0,1,0.0500000007450581,8,Morning,0
5IEPXjxz,Android applications channel,https://subway.com/deals?utm_source=subway_app&utm_medium=email&utm_campaign=promo_35,35,1,subway_app,email,promo_35,0,Opt-out,2024-11-08 18:00:00.0000000,NULL,2024-11-07 08:00:00.0000000,Desktop,1,Android,235,J3tUVu6wa0r5,Campaign 35 - ANDROID,Loyalty,Promotional,Completed,1,1,1,1,0,0,0,1.5,0.0500000007450581,18,Dinner,1
5IfijoyS,iOS applications channel,https://subway.com/deals?utm_source=email&utm_medium=push&utm_campaign=promo_03,3,1,email,push,promo_03,0,Open,2025-06-05 11:00:00.0000000,2025-06-07 11:00:00.0000000,NULL,Desktop,1,macOS,83,yT3Hhat7cR2M,Campaign 3 - IOS,Awareness,Transactional,Sent,1,1,1,1,0,0.0799999982118607,1,1.5,0.0500000007450581,11,Lunch,0
5IfijoyS,Android applications channel,https://subway.com/menu,17,0,Undefined,Undefined,Undefined,-1,Open,2025-06-06 20:00:00.0000000,2025-06-07 11:00:00.0000000,NULL,Desktop,1,Windows,177,NRwXsudbLci1,Campaign 17 - ANDROID,Awareness,Promotional,Completed,1,1,1,1,0,0.0799999982118607,1,1.5,0.0500000007450581,20,Dinner,0
5IfijoyS,Email channel,https://subway.com/deals?utm_source=email&utm_medium=email&utm_campaign=promo_21,21,1,email,email,promo_21,0,Open,2025-06-04 19:00:00.0000000,2025-06-07 11:00:00.0000000,NULL,Desktop,1,Windows,141,wCFGH1hETIR0,Campaign 21 - EMAIL,Awareness,Transactional,Completed,1,1,1,1,0,0.0199999995529652,0.5,1,0.0500000007450581,19,Dinner,0
5IfijoyS,Android applications channel,https://subway.com/deals?utm_source=subway_app&utm_medium=email&utm_campaign=promo_38,38,1,subway_app,email,promo_38,0,Open,2025-06-07 11:00:00.0000000,2025-06-07 11:00:00.0000000,NULL,iPhone,1,Android,198,4y814Kob8b7J,Campaign 38 - ANDROID,Loyalty,Promotional,Sent,1,1,1,1,0,0.0799999982118607,1,1.5,0.0500000007450581,11,Lunch,0
5KRUhoVG,iOS applications channel,https://subway.com/deals?utm_source=email&utm_medium=push&utm_campaign=promo_26,26,1,email,push,promo_26,0,Open,2025-07-23 07:31:06.0000000,2025-07-23 07:31:06.0000000,NULL,iPhone,1,iOS,226,21TQDi4sUTy9,Campaign 26 - IOS,Loyalty,Transactional,Completed,1,1,1,1,0,0.0799999982118607,1,1.5,0.0500000007450581,7,Morning,0
5MI0a58X,iOS applications channel,https://subway.com/deals?utm_source=subway_app&utm_medium=email&utm_campaign=promo_07,7,1,subway_app,email,promo_07,0,Email Click,2024-11-17 11:00:00.0000000,2024-11-19 14:00:00.0000000,2024-11-18 18:00:00.0000000,iPhone,0,macOS,167,R9gl1wyBnGoA,Campaign 7 - IOS,Awareness,Promotional,Completed,1,1,1,1,0,0,0,1.5,0.0500000007450581,11,Lunch,0
5MI0a58X,Android applications channel,https://subway.com/menu,13,0,Undefined,Undefined,Undefined,-1,Email Click,2024-11-18 18:00:00.0000000,2024-11-19 14:00:00.0000000,2024-11-18 18:00:00.0000000,Android,0,iOS,13,CVvqxxJJ7Zqw,Campaign 13 - ANDROID,Awareness,Promotional,Completed,1,1,1,1,0,0,0,1.5,0.0500000007450581,18,Dinner,0
5MI0a58X,Android applications channel,https://subway.com/deals?utm_source=subway_app&utm_medium=push&utm_campaign=promo_32,32,1,subway_app,push,promo_32,0,Open,2024-11-19 14:00:00.0000000,2024-11-19 14:00:00.0000000,2024-11-18 18:00:00.0000000,Android,0,macOS,32,iq5cFTCJsISF,Campaign 32 - ANDROID,Loyalty,Promotional,Completed,1,1,1,1,0,0.0799999982118607,1,1.5,0.0500000007450581,14,Lunch,0
5QqfPIyl,Android applications channel,https://subway.com/deals?utm_source=subway_app&utm_medium=push&utm_campaign=promo_10,10,1,subway_app,push,promo_10,0,Email Click,2024-10-06 10:00:00.0000000,2025-01-14 05:12:21.0000000,2024-10-06 10:00:00.0000000,Android,1,Windows,90,sXwMKiGgz0TY,Campaign 10 - ANDROID,Awareness,Promotional,Completed,1,1,1,1,0,0,0,1.5,0.0500000007450581,10,Morning,0
5QqfPIyl,Android applications channel,https://subway.com/deals?utm_source=subway_app&utm_medium=push&utm_campaign=promo_19,19,1,subway_app,push,promo_19,0,Open,2024-10-07 15:00:00.0000000,2025-01-14 05:12:21.0000000,2024-10-06 10:00:00.0000000,iPhone,1,macOS,139,NcxxlPJTeJTX,Campaign 19 - ANDROID,Promo,Transactional,Sent,1,1,1,1,0,0.0799999982118607,1,1.5,0.0500000007450581,15,Afternoon,0
5QqfPIyl,Email channel,https://subway.com/deals?utm_source=subway_app&utm_medium=email&utm_campaign=promo_29,29,1,subway_app,email,promo_29,0,Open,2025-01-14 05:12:21.0000000,2025-01-14 05:12:21.0000000,2024-10-06 10:00:00.0000000,Android,1,Windows,229,oFqvYwXcX4Jr,Campaign 29 - EMAIL,Loyalty,Promotional,Sent,1,1,1,1,0,0.0199999995529652,0.5,1,0.0500000007450581,5,Late Night,0
5TCfZR92,Android applications channel,https://subway.com/deals?utm_source=subway_app&utm_medium=email&utm_campaign=promo_06,6,1,subway_app,email,promo_06,0,Open,2025-08-04 18:00:00.0000000,2025-08-04 18:00:00.0000000,2025-08-03 18:00:00.0000000,iPhone,1,Android,86,ketN5vICdibE,Campaign 6 - ANDROID,Promo,Promotional,Completed,1,1,1,1,0,0.0799999982118607,1,1.5,0.0500000007450581,18,Dinner,0
5TCfZR92,Email channel,https://subway.com/deals?utm_source=email&utm_medium=email&utm_campaign=promo_13,13,1,email,email,promo_13,0,Email Click,2025-08-03 18:00:00.0000000,2025-08-04 18:00:00.0000000,2025-08-03 18:00:00.0000000,iPhone,1,macOS,93,t9zeMgR0MX0y,Campaign 13 - EMAIL,Awareness,Promotional,Sent,1,1,1,1,0,0.150000005960464,3,1,0.0500000007450581,18,Dinner,0
5TCfZR92,Android applications channel,https://subway.com/menu,33,0,Undefined,Undefined,Undefined,-1,Open,2025-08-01 18:00:00.0000000,2025-08-04 18:00:00.0000000,2025-08-03 18:00:00.0000000,Android,1,iOS,73,B1JesEihS3rv,Campaign 33 - ANDROID,Awareness,Promotional,Sent,1,1,1,1,0,0.0799999982118607,1,1.5,0.0500000007450581,18,Dinner,0
5TCfZR92,Android applications channel,https://subway.com/deals?utm_source=email&utm_medium=push&utm_campaign=promo_40,40,1,email,push,promo_40,0,Mobile App Click,2025-08-02 18:00:00.0000000,2025-08-04 18:00:00.0000000,2025-08-03 18:00:00.0000000,Android,1,iOS,120,vdvYUczhnZPQ,Campaign 40 - ANDROID,Awareness,Promotional,Sent,1,1,1,1,0,0.379999995231628,5,1.5,0.0500000007450581,18,Dinner,0
5gGUNhsh,Android applications channel,https://subway.com/deals?utm_source=subway_app&utm_medium=push&utm_campaign=promo_04,4,1,subway_app,push,promo_04,0,Opt-out,2025-07-17 09:00:00.0000000,2025-07-16 19:00:00.0000000,NULL,iPhone,1,Android,244,cHjhxtxtsFbY,Campaign 4 - ANDROID,Promo,Transactional,Sent,1,1,1,1,0,0,0,1.5,0.0500000007450581,9,Morning,1
5gGUNhsh,Email channel,https://subway.com/menu,7,0,Undefined,Undefined,Undefined,-1,Open,2025-07-16 19:00:00.0000000,2025-07-16 19:00:00.0000000,NULL,iPhone,1,Windows,7,2ExNuF545K3r,Campaign 7 - EMAIL,Promo,Transactional,Completed,1,1,1,1,0,0.0199999995529652,0.5,1,0.0500000007450581,19,Dinner,0
5sRIkeC8,Android applications channel,https://subway.com/deals?utm_source=subway_app&utm_medium=push&utm_campaign=promo_09,9,1,subway_app,push,promo_09,0,Email Click,2025-08-27 15:00:00.0000000,2025-08-29 15:00:00.0000000,2025-08-28 10:00:00.0000000,Android,0,Android,49,wmuwMPbXtkwN,Campaign 9 - ANDROID,Loyalty,Promotional,Completed,1,1,1,1,0,0,0,1.5,0.265960842370987,15,Afternoon,0
5sRIkeC8,Android applications channel,https://subway.com/menu,13,0,Undefined,Undefined,Undefined,-1,Email Click,2025-08-26 17:00:00.0000000,2025-08-29 15:00:00.0000000,2025-08-28 10:00:00.0000000,iPhone,0,iOS,13,CVvqxxJJ7Zqw,Campaign 13 - ANDROID,Awareness,Promotional,Completed,1,1,1,1,0,0,0,1.5,0.2428829818964,17,Afternoon,0
5sRIkeC8,iOS applications channel,https://subway.com/menu,14,0,Undefined,Undefined,Undefined,-1,Open,2025-08-29 15:00:00.0000000,2025-08-29 15:00:00.0000000,2025-08-28 10:00:00.0000000,Android,0,macOS,54,mG9DJ7Tbcp7H,Campaign 14 - IOS,Awareness,Transactional,Completed,1,1,1,1,0,0.490000009536743,1,1.5,0.324209898710251,15,Afternoon,0
5sRIkeC8,Android applications channel,https://subway.com/deals?utm_source=email&utm_medium=email&utm_campaign=promo_38,38,1,email,email,promo_38,0,Email Click,2025-08-28 10:00:00.0000000,2025-08-29 15:00:00.0000000,2025-08-28 10:00:00.0000000,Desktop,1,Windows,118,lJc9yQmtSy5g,Campaign 38 - ANDROID,Loyalty,Transactional,Completed,1,1,1,1,0,0,0,1.5,0.287648916244507,10,Morning,0
5t2kTT7S,Android applications channel,https://subway.com/deals?utm_source=email&utm_medium=email&utm_campaign=promo_16,16,1,email,email,promo_16,0,Email Click,2025-08-29 17:00:00.0000000,2025-08-31 08:00:00.0000000,2025-08-30 18:00:00.0000000,Desktop,1,Android,56,ifUyH9RN3ORo,Campaign 16 - ANDROID,Promo,Promotional,Completed,1,1,1,1,0,0,0,1.5,0.326896250247955,17,Afternoon,0
5t2kTT7S,Android applications channel,https://subway.com/deals?utm_source=email&utm_medium=push&utm_campaign=promo_18,18,1,email,push,promo_18,0,Open,2025-08-31 08:00:00.0000000,2025-08-31 08:00:00.0000000,2025-08-30 18:00:00.0000000,Android,1,macOS,138,8NIKYnYRfN4v,Campaign 18 - ANDROID,Promo,Transactional,Sent,1,1,1,1,0,0.579999983310699,1,1.5,0.383965253829956,8,Morning,0
5t2kTT7S,Email channel,https://subway.com/menu,20,0,Undefined,Undefined,Undefined,-1,Mobile App Click,2025-08-30 18:00:00.0000000,2025-08-31 08:00:00.0000000,2025-08-30 18:00:00.0000000,iPhone,1,iOS,60,bwfSXEiG2MET,Campaign 20 - EMAIL,Awareness,Promotional,Completed,1,1,1,1,0,0,0,1,0.362414926290512,18,Dinner,0
5yC366yy,iOS applications channel,https://subway.com/deals?utm_source=email&utm_medium=push&utm_campaign=promo_01,1,1,email,push,promo_01,0,Email Click,2025-05-11 18:00:00.0000000,NULL,2025-05-12 11:00:00.0000000,Desktop,1,Android,161,18H2ITJSWZhA,Campaign 1 - IOS,Promo,Promotional,Sent,1,1,1,1,0,0,0,1.5,0.0500000007450581,18,Dinner,0
5yC366yy,iOS applications channel,https://subway.com/menu,9,0,Undefined,Undefined,Undefined,-1,Email Click,2025-05-12 11:00:00.0000000,NULL,2025-05-12 11:00:00.0000000,iPhone,1,macOS,89,zlS6QvY34uDF,Campaign 9 - IOS,Promo,Transactional,Sent,1,1,1,1,0,0,0,1.5,0.0500000007450581,11,Lunch,0
63SAIcY9,iOS applications channel,https://subway.com/menu,27,0,Undefined,Undefined,Undefined,-1,Email Click,2024-11-02 20:00:00.0000000,NULL,2024-11-04 08:00:00.0000000,iPhone,0,macOS,187,kribqYZrQJlP,Campaign 27 - IOS,Loyalty,Transactional,Sent,1,1,1,1,0,0,0,1.5,0.0500000007450581,20,Dinner,0
63SAIcY9,iOS applications channel,https://subway.com/deals?utm_source=subway_app&utm_medium=email&utm_campaign=promo_29,29,1,subway_app,email,promo_29,0,Mobile App Click,2024-11-03 17:00:00.0000000,NULL,2024-11-04 08:00:00.0000000,iPhone,0,Android,269,ds2yzgNWAo3M,Campaign 29 - IOS,Loyalty,Promotional,Completed,2,1,1,0,1,0.379999995231628,5,1.5,0.0500000007450581,17,Afternoon,0
63SAIcY9,Email channel,https://subway.com/deals?utm_source=subway_app&utm_medium=email&utm_campaign=promo_29,29,1,subway_app,email,promo_29,0,Mobile App Click,2024-11-04 08:00:00.0000000,NULL,2024-11-04 08:00:00.0000000,Android,1,macOS,229,oFqvYwXcX4Jr,Campaign 29 - EMAIL,Loyalty,Promotional,Sent,2,2,0,1,1,0,0,1,0.0500000007450581,8,Morning,0
6HfPQBGx,Email channel,https://subway.com/menu,25,0,Undefined,Undefined,Undefined,-1,Open,2025-03-24 17:00:00.0000000,2025-03-25 10:00:00.0000000,NULL,iPhone,1,iOS,25,IblgsriTCUao,Campaign 25 - EMAIL,Promo,Promotional,Completed,1,1,1,1,0,0.0199999995529652,0.5,1,0.0500000007450581,17,Afternoon,0
6HfPQBGx,Email channel,https://subway.com/menu,37,0,Undefined,Undefined,Undefined,-1,Open,2025-03-25 10:00:00.0000000,2025-03-25 10:00:00.0000000,NULL,Desktop,1,iOS,277,6Wxcbmmslo4q,Campaign 37 - EMAIL,Promo,Transactional,Sent,1,1,1,1,0,0.0199999995529652,0.5,1,0.0500000007450581,10,Morning,0
6LEZKRCl,Email channel,https://subway.com/deals?utm_source=email&utm_medium=email&utm_campaign=promo_06,6,1,email,email,promo_06,0,Open,2025-06-22 19:00:00.0000000,2025-06-22 19:00:00.0000000,2025-06-23 10:00:00.0000000,Desktop,1,iOS,286,excImvmRvqtV,Campaign 6 - EMAIL,Awareness,Promotional,Sent,1,1,1,1,0,0.0199999995529652,0.5,1,0.0500000007450581,19,Dinner,0
6LEZKRCl,Email channel,https://subway.com/deals?utm_source=subway_app&utm_medium=email&utm_campaign=promo_36,36,1,subway_app,email,promo_36,0,Mobile App Click,2025-06-21 19:00:00.0000000,2025-06-22 19:00:00.0000000,2025-06-23 10:00:00.0000000,Android,1,Windows,76,OYhV2nZNAAcv,Campaign 36 - EMAIL,Loyalty,Promotional,Sent,1,1,1,1,0,0,0,1,0.0500000007450581,19,Dinner,0
6LEZKRCl,Email channel,https://subway.com/deals?utm_source=subway_app&utm_medium=push&utm_campaign=promo_37,37,1,subway_app,push,promo_37,0,Email Click,2025-06-23 10:00:00.0000000,2025-06-22 19:00:00.0000000,2025-06-23 10:00:00.0000000,Android,1,iOS,277,6Wxcbmmslo4q,Campaign 37 - EMAIL,Promo,Transactional,Sent,1,1,1,1,0,0.150000005960464,3,1,0.0500000007450581,10,Morning,0
6XfPKoIV,iOS applications channel,https://subway.com/menu,2,0,Undefined,Undefined,Undefined,-1,Open,2025-02-16 20:00:00.0000000,2025-02-18 08:00:00.0000000,2025-02-17 21:00:00.0000000,Desktop,1,Android,82,E5Gjmv7EU3Ht,Campaign 2 - IOS,Promo,Promotional,Sent,1,1,1,1,0,0.0799999982118607,1,1.5,0.0500000007450581,20,Dinner,0
6XfPKoIV,iOS applications channel,https://subway.com/menu,17,0,Undefined,Undefined,Undefined,-1,Open,2025-02-18 08:00:00.0000000,2025-02-18 08:00:00.0000000,2025-02-17 21:00:00.0000000,Desktop,1,macOS,257,u4R8vOqWTCrp,Campaign 17 - IOS,Awareness,Transactional,Sent,1,1,1,1,0,0.0799999982118607,1,1.5,0.0500000007450581,8,Morning,0
6XfPKoIV,Email channel,https://subway.com/deals?utm_source=email&utm_medium=email&utm_campaign=promo_34,34,1,email,email,promo_34,0,Email Click,2025-02-17 21:00:00.0000000,2025-02-18 08:00:00.0000000,2025-02-17 21:00:00.0000000,Android,1,Windows,114,lPFgjIXBnNPg,Campaign 34 - EMAIL,Loyalty,Transactional,Sent,1,1,1,1,0,0.150000005960464,3,1,0.0500000007450581,21,Dinner,0
6an7m9Vh,Android applications channel,https://subway.com/menu,6,0,Undefined,Undefined,Undefined,-1,Email Click,2025-07-11 11:00:00.0000000,2025-07-10 08:00:00.0000000,2025-07-12 20:00:00.0000000,Desktop,0,Windows,246,WiGODWCQCj3U,Campaign 6 - ANDROID,Promo,Transactional,Completed,1,1,1,1,0,0,0,1.5,0.0500000007450581,11,Lunch,0
6an7m9Vh,Android applications channel,https://subway.com/menu,9,0,Undefined,Undefined,Undefined,-1,Open,2025-07-10 08:00:00.0000000,2025-07-10 08:00:00.0000000,2025-07-12 20:00:00.0000000,iPhone,0,macOS,129,NZ4WDcgVd7Il,Campaign 9 - ANDROID,Promo,Transactional,Sent,2,1,1,0,1,0.0799999982118607,1,1.5,0.0500000007450581,8,Morning,0
