visit_date,guest_id,device_name,utm_source,utm_medium,utm_campaign,has_any_utm,complete_utm_loss_flag,rendered_screen_size,visitor_id,geosegmentation_countries,cities,zip_postal_codes,visits,campaign_id,raw_url,touch_count,touchpoint_sequence,is_multi_touch,is_any_touch,is_first_touch,is_last_touch,touchpoint_type
2024-10-25,98g7gKXg,Android,Web Visits,Web Visits,Web Visits,1,0,1366x768,g3hcog4Oabk4,USA,Miami,72189,3,0,https://www.subway.com/menu/6-inch?utm_source=subway_app&utm_medium=email&utm_campaign=promo_30,1,1,0,1,1,1,SingleTouch
2025-01-05,9Dr1yS2E,iPhone,Web Visits,Web Visits,Web Visits,1,0,1080x2340,CUePyXcqHbxD,USA,Chicago,52896,3,0,https://www.subway.com/locations?utm_source=subway_app&utm_medium=push&utm_campaign=promo_17,1,1,0,1,1,1,SingleTouch
2024-11-02,9JS47NYw,Android,Web Visits,Web Visits,Web Visits,0,-1,1179x2556,pNpJP08qly56,USA,Los Angeles,17319,1,0,https://www.subway.com/catering,1,1,0,1,1,1,SingleTouch
2024-09-25,9PSQziMT,Desktop,Web Visits,Web Visits,Web Visits,1,0,1366x768,UOr7JS7IW33D,USA,Miami,48656,2,0,https://www.subway.com/menu?utm_source=email&utm_medium=email&utm_campaign=promo_11,1,1,0,1,1,1,SingleTouch
2025-02-06,9PYXLKoU,Android,Web Visits,Web Visits,Web Visits,1,0,1366x768,qW5JrnwHQcFj,USA,Chicago,20240,3,0,https://www.subway.com/catering?utm_source=email&utm_medium=email&utm_campaign=promo_17,1,1,0,1,1,1,SingleTouch
2024-10-28,9PrNZ6IX,Android,Web Visits,Web Visits,Web Visits,1,0,1920x1080,vOFFyMJx78c2,USA,New York,13821,2,0,https://www.subway.com/menu/6-inch?utm_source=subway_app&utm_medium=push&utm_campaign=promo_40,1,1,0,1,1,1,SingleTouch
2024-12-28,9Tfw7CPq,Android,Web Visits,Web Visits,Web Visits,1,0,1920x1080,oioy2qkYd01O,USA,Miami,95210,1,0,https://www.subway.com/locations?utm_source=subway_app&utm_medium=email&utm_campaign=promo_26,1,1,0,1,1,1,SingleTouch
2025-05-23,9Wv9YBga,Desktop,Web Visits,Web Visits,Web Visits,1,0,1920x1080,n3zLBziAQaLm,USA,Chicago,38205,1,0,https://www.subway.com/catering?utm_source=email&utm_medium=push&utm_campaign=promo_08,1,1,0,1,1,1,SingleTouch
2025-05-19,9XebLeaq,Desktop,Web Visits,Web Visits,Web Visits,0,-1,1080x2340,cnc0uRoOmoJU,USA,Seattle,26375,3,0,https://www.subway.com/menu/footlongs,1,1,0,1,1,1,SingleTouch
2025-02-25,9ZYE51mx,iPhone,Web Visits,Web Visits,Web Visits,1,0,1179x2556,jlBMwDuBRVuE,USA,Los Angeles,84376,2,0,https://www.subway.com/locations?utm_source=subway_app&utm_medium=email&utm_campaign=promo_03,1,1,0,1,1,1,SingleTouch
2025-07-03,9djTrfc6,iPhone,Web Visits,Web Visits,Web Visits,1,0,1920x1080,oOGMVXwlcCUG,USA,New York,27310,2,0,https://www.subway.com/locations?utm_source=email&utm_medium=push&utm_campaign=promo_13,1,1,0,1,1,1,SingleTouch
2025-07-06,9ipsq2u7,iPhone,Web Visits,Web Visits,Web Visits,1,0,1920x1080,cuLyZiwrQt5L,USA,New York,81889,3,0,https://www.subway.com/catering?utm_source=subway_app&utm_medium=email&utm_campaign=promo_05,1,1,0,1,1,1,SingleTouch
2024-12-21,9lVGhycB,Desktop,Web Visits,Web Visits,Web Visits,0,-1,1366x768,VzpAtEBYKjCb,USA,Miami,16565,2,0,https://www.subway.com/menu/footlongs,1,1,0,1,1,1,SingleTouch
2025-07-01,9tEpZZRz,Android,Web Visits,Web Visits,Web Visits,0,-1,1920x1080,TRHmUE2IUNTv,USA,Chicago,59809,2,0,https://www.subway.com/menu/footlongs,1,1,0,1,1,1,SingleTouch
2024-10-14,9zDKpSot,Desktop,Web Visits,Web Visits,Web Visits,1,0,1920x1080,p2Hdllv3PeFw,USA,New York,90494,2,0,https://www.subway.com/menu/footlongs?utm_source=email&utm_medium=push&utm_campaign=promo_22,1,1,0,1,1,1,SingleTouch
2025-08-02,AJYJElxJ,iPhone,Web Visits,Web Visits,Web Visits,1,0,1080x2340,J0unmKwBZHlo,USA,Miami,19838,1,0,https://www.subway.com/catering?utm_source=subway_app&utm_medium=email&utm_campaign=promo_31,1,1,0,1,1,1,SingleTouch
2025-05-04,AP744EEP,Android,Web Visits,Web Visits,Web Visits,1,0,1366x768,rhoJh37oNhsb,USA,Los Angeles,46330,2,0,https://www.subway.com/deals?utm_source=email&utm_medium=push&utm_campaign=promo_11,1,1,0,1,1,1,SingleTouch
2025-06-13,AUguBuQq,Desktop,Web Visits,Web Visits,Web Visits,1,0,1080x2340,USOhCooPGD8S,USA,New York,84002,1,0,https://www.subway.com/menu/6-inch?utm_source=subway_app&utm_medium=push&utm_campaign=promo_30,1,1,0,1,1,1,SingleTouch
2024-10-18,AVFWH3x0,iPhone,Web Visits,Web Visits,Web Visits,1,0,1366x768,rzM5pPjH1N7H,USA,Chicago,81481,1,0,https://www.subway.com/menu/6-inch?utm_source=subway_app&utm_medium=push&utm_campaign=promo_15,1,1,0,1,1,1,SingleTouch
2024-10-28,AXA0Keiu,Desktop,Web Visits,Web Visits,Web Visits,0,-1,1366x768,usVGXjPnU00A,USA,Chicago,16214,3,0,https://www.subway.com/menu,1,1,0,1,1,1,SingleTouch
2025-07-06,AZvUhERE,Android,Web Visits,Web Visits,Web Visits,0,-1,1179x2556,7410qwFZtXKL,USA,Seattle,91856,2,0,https://www.subway.com/catering,1,1,0,1,1,1,SingleTouch
2024-10-30,AhIw9XnC,Android,Web Visits,Web Visits,Web Visits,1,0,1080x2340,xNOVlqOq2ydj,USA,Miami,13726,3,0,https://www.subway.com/menu/6-inch?utm_source=email&utm_medium=push&utm_campaign=promo_34,1,1,0,1,1,1,SingleTouch
2024-11-11,AjASnAGX,Android,Web Visits,Web Visits,Web Visits,0,-1,1179x2556,cFWK7OzLfrCA,USA,New York,94501,2,0,https://www.subway.com/menu/footlongs,1,1,0,1,1,1,SingleTouch
2025-02-22,AmP4ZHpO,Desktop,Web Visits,Web Visits,Web Visits,1,0,1366x768,ZvYsxUtllCjz,USA,New York,81853,1,0,https://www.subway.com/menu/footlongs?utm_source=subway_app&utm_medium=email&utm_campaign=promo_36,1,1,0,1,1,1,SingleTouch
2024-11-18,Av7YGr0a,Android,Web Visits,Web Visits,Web Visits,0,-1,1080x2340,YZvpLU1Runi2,USA,Chicago,73368,1,0,https://www.subway.com/deals,1,1,0,1,1,1,SingleTouch
2025-05-14,AxRUpCNs,iPhone,Web Visits,Web Visits,Web Visits,1,0,1080x2340,1pBHOL3lqVtv,USA,Chicago,63306,2,0,https://www.subway.com/rewards?utm_source=subway_app&utm_medium=push&utm_campaign=promo_34,1,1,0,1,1,1,SingleTouch
2025-09-09,AyCOzBub,Android,Web Visits,Web Visits,Web Visits,0,-1,1366x768,98WegbjyZSqm,USA,New York,73420,3,0,https://www.subway.com/rewards,1,1,0,1,1,1,SingleTouch
2024-10-04,BJFdw8PQ,Android,Web Visits,Web Visits,Web Visits,0,-1,1920x1080,9xnGRUGj3LFi,USA,Chicago,64180,1,0,https://www.subway.com/menu,1,1,0,1,1,1,SingleTouch
2024-10-08,BLzHfz3t,iPhone,Web Visits,Web Visits,Web Visits,1,0,1366x768,TbJCefr7e5lx,USA,Chicago,80328,1,0,https://www.subway.com/catering?utm_source=subway_app&utm_medium=push&utm_campaign=promo_37,1,1,0,1,1,1,SingleTouch
2024-12-08,BM0lIsug,Android,Web Visits,Web Visits,Web Visits,0,-1,1179x2556,uvQM2lleStzm,USA,Chicago,80280,2,0,https://www.subway.com/menu,1,1,0,1,1,1,SingleTouch
2025-04-05,BPLqq2IB,iPhone,Web Visits,Web Visits,Web Visits,1,0,1366x768,a3buRmyHwXVq,USA,Los Angeles,22448,1,0,https://www.subway.com/catering?utm_source=subway_app&utm_medium=push&utm_campaign=promo_19,1,1,0,1,1,1,SingleTouch
2025-08-25,Be8Q6vNu,iPhone,Web Visits,Web Visits,Web Visits,1,0,1179x2556,lbzKiOUxyxiM,USA,New York,85850,1,0,https://www.subway.com/?utm_source=subway_app&utm_medium=push&utm_campaign=promo_25,1,1,0,1,1,1,SingleTouch
2025-01-02,BkSCwCcU,Android,Web Visits,Web Visits,Web Visits,1,0,1080x2340,xClt2WAV0DrQ,USA,Miami,79445,3,0,https://www.subway.com/rewards?utm_source=email&utm_medium=push&utm_campaign=promo_07,1,1,0,1,1,1,SingleTouch
2025-07-11,BmS6i4Pt,Desktop,Web Visits,Web Visits,Web Visits,1,0,1366x768,8PEE0AWdjnq6,USA,Chicago,99747,1,0,https://www.subway.com/rewards?utm_source=subway_app&utm_medium=email&utm_campaign=promo_40,1,1,0,1,1,1,SingleTouch
2025-08-30,BolZ9SHD,Android,Web Visits,Web Visits,Web Visits,1,0,1080x2340,dRs8lPsKNWmf,USA,Miami,80319,1,0,https://www.subway.com/?utm_source=subway_app&utm_medium=push&utm_campaign=promo_14,1,1,0,1,1,1,SingleTouch
2024-12-31,BwSeId75,iPhone,Web Visits,Web Visits,Web Visits,0,-1,1179x2556,jXPx5wlet2kV,USA,Miami,76597,2,0,https://www.subway.com/menu,1,1,0,1,1,1,SingleTouch
2024-12-05,BzB9Eyac,Desktop,Web Visits,Web Visits,Web Visits,0,-1,1366x768,g46R5U6wuEZO,USA,Chicago,26937,2,0,https://www.subway.com/,1,1,0,1,1,1,SingleTouch
2024-10-09,C2xfIU1m,Desktop,Web Visits,Web Visits,Web Visits,1,0,1179x2556,0hddVceaU06k,USA,Los Angeles,36961,1,0,https://www.subway.com/rewards?utm_source=email&utm_medium=email&utm_campaign=promo_16,1,1,0,1,1,1,SingleTouch
2025-06-30,C4oAv0Dz,Android,Web Visits,Web Visits,Web Visits,0,-1,1080x2340,ljAQFIH0EaKb,USA,New York,14889,3,0,https://www.subway.com/menu,1,1,0,1,1,1,SingleTouch
2025-06-27,C6ZKPmuM,iPhone,Web Visits,Web Visits,Web Visits,0,-1,1920x1080,m3cgac0HodH9,USA,Miami,80973,3,0,https://www.subway.com/,1,1,0,1,1,1,SingleTouch
2025-01-02,CDqo1rKd,Android,Web Visits,Web Visits,Web Visits,1,0,1366x768,0QzBDw4an4f9,USA,Los Angeles,20464,1,0,https://www.subway.com/menu/6-inch?utm_source=email&utm_medium=push&utm_campaign=promo_01,1,1,0,1,1,1,SingleTouch
2025-05-01,CFowJ8yB,Android,Web Visits,Web Visits,Web Visits,1,0,1080x2340,Fbqjyr0YE3dx,USA,Miami,76663,1,0,https://www.subway.com/deals?utm_source=subway_app&utm_medium=email&utm_campaign=promo_02,1,1,0,1,1,1,SingleTouch
2025-04-20,CWJr0NRN,iPhone,Web Visits,Web Visits,Web Visits,1,0,1920x1080,sBFqP3hIIbub,USA,Los Angeles,79602,1,0,https://www.subway.com/menu?utm_source=subway_app&utm_medium=email&utm_campaign=promo_11,1,1,0,1,1,1,SingleTouch
2025-04-20,CZiiAMS4,iPhone,Web Visits,Web Visits,Web Visits,1,0,1080x2340,r0Rke51wOi2j,USA,Seattle,87295,2,0,https://www.subway.com/catering?utm_source=subway_app&utm_medium=email&utm_campaign=promo_26,1,1,0,1,1,1,SingleTouch
2025-01-13,CaqnpSew,iPhone,Web Visits,Web Visits,Web Visits,0,-1,1080x2340,SVn3gbdNuuVc,USA,Chicago,47656,3,0,https://www.subway.com/,1,1,0,1,1,1,SingleTouch
2025-05-09,CeTsprvu,Android,Web Visits,Web Visits,Web Visits,1,0,1179x2556,526mZ3zIYNjl,USA,Chicago,79183,3,0,https://www.subway.com/catering?utm_source=email&utm_medium=email&utm_campaign=promo_12,1,1,0,1,1,1,SingleTouch
2024-09-10,CvB003PM,Android,Web Visits,Web Visits,Web Visits,1,0,1179x2556,fiSfvbA3YIsV,USA,Seattle,83531,1,0,https://www.subway.com/menu?utm_source=subway_app&utm_medium=push&utm_campaign=promo_24,1,1,0,1,1,1,SingleTouch
2025-04-20,D2tmy2Eg,iPhone,Web Visits,Web Visits,Web Visits,1,0,1920x1080,RBvvILRHGUTr,USA,New York,60274,3,0,https://www.subway.com/locations?utm_source=subway_app&utm_medium=email&utm_campaign=promo_11,1,1,0,1,1,1,SingleTouch
2025-04-18,DAdn1Ay5,Desktop,Web Visits,Web Visits,Web Visits,1,0,1366x768,7yJ2dYDE1WWy,USA,Chicago,13547,3,0,https://www.subway.com/menu/6-inch?utm_source=subway_app&utm_medium=push&utm_campaign=promo_08,1,1,0,1,1,1,SingleTouch
2025-01-29,DCcdx1se,iPhone,Web Visits,Web Visits,Web Visits,1,0,1920x1080,GtzOFd4F3QjC,USA,Chicago,89166,3,0,https://www.subway.com/catering?utm_source=subway_app&utm_medium=push&utm_campaign=promo_19,1,1,0,1,1,1,SingleTouch
2025-08-26,DGGfzxGa,Desktop,Web Visits,Web Visits,Web Visits,1,0,1179x2556,TuiFoUeJlTRs,USA,Chicago,79537,1,0,https://www.subway.com/locations?utm_source=subway_app&utm_medium=push&utm_campaign=promo_17,1,1,0,1,1,1,SingleTouch
2025-01-03,DLJ9YV5c,Desktop,Web Visits,Web Visits,Web Visits,0,-1,1179x2556,kj4KGj6yYRMA,USA,New York,87763,3,0,https://www.subway.com/rewards,1,1,0,1,1,1,SingleTouch
2024-12-31,DNMdtQVQ,iPhone,Web Visits,Web Visits,Web Visits,1,0,1366x768,12APelh0202p,USA,Miami,29478,3,0,https://www.subway.com/menu?utm_source=subway_app&utm_medium=email&utm_campaign=promo_32,1,1,0,1,1,1,SingleTouch
2025-07-26,DOQSw2eY,iPhone,Web Visits,Web Visits,Web Visits,0,-1,1366x768,GAmBjTdkBgm0,USA,Seattle,62238,2,0,https://www.subway.com/menu/footlongs,1,1,0,1,1,1,SingleTouch
2025-06-15,DVfLgGiO,Android,Web Visits,Web Visits,Web Visits,0,-1,1179x2556,pfmGPC3kgYyE,USA,Miami,25567,2,0,https://www.subway.com/,1,1,0,1,1,1,SingleTouch
2024-11-08,DWKWLCR7,iPhone,Web Visits,Web Visits,Web Visits,0,-1,1179x2556,TrGIcI16REoV,USA,Miami,18684,1,0,https://www.subway.com/deals,1,1,0,1,1,1,SingleTouch
2025-01-07,DfQnPOMb,Desktop,Web Visits,Web Visits,Web Visits,1,0,1366x768,LV5TJ49HcN2j,USA,Seattle,77251,3,0,https://www.subway.com/menu/footlongs?utm_source=subway_app&utm_medium=email&utm_campaign=promo_23,1,1,0,1,1,1,SingleTouch
2025-04-18,DsBS9UYJ,Desktop,Web Visits,Web Visits,Web Visits,1,0,1179x2556,21AJfrR895vN,USA,Chicago,23799,1,0,https://www.subway.com/?utm_source=email&utm_medium=push&utm_campaign=promo_40,1,1,0,1,1,1,SingleTouch
2024-12-13,E2htYzEF,iPhone,Web Visits,Web Visits,Web Visits,1,0,1179x2556,UHF8P2B38X5R,USA,Seattle,59444,2,0,https://www.subway.com/catering?utm_source=subway_app&utm_medium=push&utm_campaign=promo_36,1,1,0,1,1,1,SingleTouch
2025-03-23,ECXxGLgC,Desktop,Web Visits,Web Visits,Web Visits,0,-1,1179x2556,YSDfWJHBzHM7,USA,Chicago,92709,2,0,https://www.subway.com/rewards,1,1,0,1,1,1,SingleTouch
2025-08-26,EDB0ULru,iPhone,Web Visits,Web Visits,Web Visits,1,0,1366x768,nAsTxxyj6w3Y,USA,Los Angeles,27890,1,0,https://www.subway.com/deals?utm_source=email&utm_medium=push&utm_campaign=promo_02,1,1,0,1,1,1,SingleTouch
2025-06-18,EJ0WPahQ,Desktop,Web Visits,Web Visits,Web Visits,1,0,1179x2556,tqrbIANMf5ME,USA,Miami,55788,2,0,https://www.subway.com/rewards?utm_source=email&utm_medium=email&utm_campaign=promo_31,1,1,0,1,1,1,SingleTouch
2025-07-14,EJHwBVJv,Desktop,Web Visits,Web Visits,Web Visits,1,0,1366x768,m4Xvmy4qpH1A,USA,New York,15095,3,0,https://www.subway.com/menu/6-inch?utm_source=subway_app&utm_medium=email&utm_campaign=promo_12,1,1,0,1,1,1,SingleTouch
2024-10-07,ES1iWTEC,iPhone,Web Visits,Web Visits,Web Visits,1,0,1179x2556,bzs6xhiuJgOt,USA,Los Angeles,54446,2,0,https://www.subway.com/menu/footlongs?utm_source=subway_app&utm_medium=push&utm_campaign=promo_16,1,1,0,1,1,1,SingleTouch
2024-09-11,EeoyfUZg,Android,Web Visits,Web Visits,Web Visits,0,-1,1080x2340,qDrBGkei4jF1,USA,Seattle,70807,2,0,https://www.subway.com/rewards,1,1,0,1,1,1,SingleTouch
2025-07-25,EnLkP1Ab,Desktop,Web Visits,Web Visits,Web Visits,1,0,1366x768,phiWN5KKmYAC,USA,Los Angeles,63995,3,0,https://www.subway.com/catering?utm_source=email&utm_medium=push&utm_campaign=promo_25,1,1,0,1,1,1,SingleTouch
2024-10-24,F9UPVFDk,iPhone,Web Visits,Web Visits,Web Visits,0,-1,1920x1080,Y0CIBrdMDFCD,USA,Miami,45411,2,0,https://www.subway.com/menu,1,1,0,1,1,1,SingleTouch
2024-12-16,FCvNQtSL,Android,Web Visits,Web Visits,Web Visits,0,-1,1179x2556,q52Gm9l6OtKj,USA,Chicago,65762,2,0,https://www.subway.com/,1,1,0,1,1,1,SingleTouch
2025-05-18,FH9OuMyN,Desktop,Web Visits,Web Visits,Web Visits,0,-1,1179x2556,eaxdq6CPrsXP,USA,New York,10877,2,0,https://www.subway.com/rewards,1,1,0,1,1,1,SingleTouch
2024-09-14,FHy6JhqX,Android,Web Visits,Web Visits,Web Visits,1,0,1179x2556,9AayW2s6hL7V,USA,Chicago,38706,2,0,https://www.subway.com/rewards?utm_source=subway_app&utm_medium=push&utm_campaign=promo_05,1,1,0,1,1,1,SingleTouch
2025-01-30,FJglPMf1,iPhone,Web Visits,Web Visits,Web Visits,1,0,1920x1080,S0P8ClHv4PQt,USA,Miami,78462,3,0,https://www.subway.com/locations?utm_source=subway_app&utm_medium=email&utm_campaign=promo_39,1,1,0,1,1,1,SingleTouch
2024-10-26,FNA88rcS,Android,Web Visits,Web Visits,Web Visits,1,0,1920x1080,yv2pNmQpWfXl,USA,New York,64275,3,0,https://www.subway.com/menu?utm_source=email&utm_medium=email&utm_campaign=promo_33,1,1,0,1,1,1,SingleTouch
2025-07-19,FTKtE0bx,Android,Web Visits,Web Visits,Web Visits,1,0,1080x2340,DL5rMZQ4xL6o,USA,Miami,76661,3,0,https://www.subway.com/menu/footlongs?utm_source=subway_app&utm_medium=email&utm_campaign=promo_16,1,1,0,1,1,1,SingleTouch
2025-06-06,FbaIJAab,iPhone,Web Visits,Web Visits,Web Visits,0,-1,1080x2340,robfcqogGS13,USA,Seattle,18199,1,0,https://www.subway.com/,1,1,0,1,1,1,SingleTouch
2025-07-20,Fbf8zGD9,Desktop,Web Visits,Web Visits,Web Visits,1,0,1080x2340,Ve1NXcgVxXw5,USA,Chicago,53927,2,0,https://www.subway.com/locations?utm_source=subway_app&utm_medium=push&utm_campaign=promo_31,1,1,0,1,1,1,SingleTouch
2025-02-18,FbyRBlwn,Android,Web Visits,Web Visits,Web Visits,1,0,1366x768,x04uo9qXAY5f,USA,Miami,87409,2,0,https://www.subway.com/?utm_source=email&utm_medium=push&utm_campaign=promo_17,1,1,0,1,1,1,SingleTouch
2024-10-17,Fmhi2eCl,iPhone,Web Visits,Web Visits,Web Visits,0,-1,1920x1080,3ijaWMSUNlqz,USA,New York,70558,2,0,https://www.subway.com/menu/footlongs,1,1,0,1,1,1,SingleTouch
2024-12-11,Fsilu1CN,Android,Web Visits,Web Visits,Web Visits,0,-1,1080x2340,1ZWSc2TsxdTm,USA,Miami,48335,1,0,https://www.subway.com/menu/6-inch,1,1,0,1,1,1,SingleTouch
2025-05-05,Fsq6AzyV,iPhone,Web Visits,Web Visits,Web Visits,1,0,1920x1080,EM7d0YPbHOLT,USA,Los Angeles,19031,2,0,https://www.subway.com/catering?utm_source=email&utm_medium=email&utm_campaign=promo_10,1,1,0,1,1,1,SingleTouch
2025-07-26,FwWmk866,Desktop,Web Visits,Web Visits,Web Visits,0,-1,1179x2556,L2HeieQhsM0i,USA,Chicago,46240,1,0,https://www.subway.com/menu,1,1,0,1,1,1,SingleTouch
2025-09-09,G4FDgZUE,Desktop,Web Visits,Web Visits,Web Visits,1,0,1920x1080,LcMPrv4MyFyx,USA,Seattle,30039,3,0,https://www.subway.com/deals?utm_source=subway_app&utm_medium=email&utm_campaign=promo_07,1,1,0,1,1,1,SingleTouch
2025-07-25,GCFcs5Pm,iPhone,Web Visits,Web Visits,Web Visits,1,0,1920x1080,HDCyIB17vRQ5,USA,Los Angeles,76170,2,0,https://www.subway.com/deals?utm_source=subway_app&utm_medium=email&utm_campaign=promo_39,1,1,0,1,1,1,SingleTouch
2025-08-01,GX66lSLl,Android,Web Visits,Web Visits,Web Visits,1,0,1179x2556,7BbK4lsFq3cg,USA,New York,17293,2,0,https://www.subway.com/menu/footlongs?utm_source=subway_app&utm_medium=email&utm_campaign=promo_10,1,1,0,1,1,1,SingleTouch
2025-07-15,Gc5Kjdkq,iPhone,Web Visits,Web Visits,Web Visits,1,0,1080x2340,QiLnApWhU42E,USA,Seattle,67314,3,0,https://www.subway.com/?utm_source=email&utm_medium=email&utm_campaign=promo_33,1,1,0,1,1,1,SingleTouch
2025-04-27,GccciTvZ,iPhone,Web Visits,Web Visits,Web Visits,1,0,1920x1080,24nlsaR8X2LE,USA,New York,64912,1,0,https://www.subway.com/menu/6-inch?utm_source=subway_app&utm_medium=email&utm_campaign=promo_32,1,1,0,1,1,1,SingleTouch
2024-12-23,GeUUg5qP,Desktop,Web Visits,Web Visits,Web Visits,0,-1,1179x2556,u2ON57mbteXH,USA,Miami,21854,1,0,https://www.subway.com/catering,1,1,0,1,1,1,SingleTouch
2024-12-23,Go8NcUY6,Android,Web Visits,Web Visits,Web Visits,1,0,1179x2556,5Er7JWptKh8G,USA,Seattle,71951,2,0,https://www.subway.com/catering?utm_source=subway_app&utm_medium=email&utm_campaign=promo_30,1,1,0,1,1,1,SingleTouch
2025-01-08,Gqi7w4e4,Desktop,Web Visits,Web Visits,Web Visits,1,0,1366x768,IR0YklGyqqTQ,USA,New York,44239,1,0,https://www.subway.com/menu/6-inch?utm_source=email&utm_medium=push&utm_campaign=promo_17,1,1,0,1,1,1,SingleTouch
2025-03-20,GzR1Iv8b,Desktop,Web Visits,Web Visits,Web Visits,1,0,1080x2340,Myg93SoxFHlA,USA,New York,83306,1,0,https://www.subway.com/menu/footlongs?utm_source=subway_app&utm_medium=email&utm_campaign=promo_06,1,1,0,1,1,1,SingleTouch
2024-09-21,H0NzLgaG,iPhone,Web Visits,Web Visits,Web Visits,0,-1,1366x768,S6EJNWzjHIsE,USA,Seattle,99259,1,0,https://www.subway.com/rewards,1,1,0,1,1,1,SingleTouch
2025-07-21,HHSSNgBQ,iPhone,Web Visits,Web Visits,Web Visits,1,0,1920x1080,Ll71iLMwqlJ3,USA,New York,87748,3,0,https://www.subway.com/menu/6-inch?utm_source=subway_app&utm_medium=push&utm_campaign=promo_32,1,1,0,1,1,1,SingleTouch
2025-09-06,HKaNPkCw,Android,Web Visits,Web Visits,Web Visits,0,-1,1080x2340,q2IVSbITTUFC,USA,New York,14678,2,0,https://www.subway.com/menu,1,1,0,1,1,1,SingleTouch
2024-12-26,HMGmVzsP,iPhone,Web Visits,Web Visits,Web Visits,0,-1,1920x1080,ncWj1EtUB4zt,USA,Seattle,84840,3,0,https://www.subway.com/rewards,1,1,0,1,1,1,SingleTouch
2024-10-24,HTxe6Khd,Desktop,Web Visits,Web Visits,Web Visits,1,0,1366x768,ZSeZDrb76A0W,USA,Los Angeles,68075,2,0,https://www.subway.com/deals?utm_source=email&utm_medium=email&utm_campaign=promo_26,1,1,0,1,1,1,SingleTouch
2025-05-03,HUrIsbG0,iPhone,Web Visits,Web Visits,Web Visits,0,-1,1179x2556,cG4YiQnCTIpG,USA,Los Angeles,31994,2,0,https://www.subway.com/menu/6-inch,1,1,0,1,1,1,SingleTouch
2025-04-05,HeYGkAII,Desktop,Web Visits,Web Visits,Web Visits,1,0,1179x2556,lvHvFN4ptDdK,USA,Miami,55818,1,0,https://www.subway.com/menu/footlongs?utm_source=email&utm_medium=email&utm_campaign=promo_29,1,1,0,1,1,1,SingleTouch
2025-05-23,HgbyjdQd,Desktop,Web Visits,Web Visits,Web Visits,0,-1,1366x768,bgc0WnmPK2PX,USA,Seattle,73989,1,0,https://www.subway.com/menu/6-inch,1,1,0,1,1,1,SingleTouch
2025-01-21,HrNMSiA1,Android,Web Visits,Web Visits,Web Visits,1,0,1179x2556,JMqvpZjIrU4U,USA,Chicago,57901,2,0,https://www.subway.com/locations?utm_source=subway_app&utm_medium=email&utm_campaign=promo_08,1,1,0,1,1,1,SingleTouch
2024-12-25,HtAd32ji,Desktop,Web Visits,Web Visits,Web Visits,1,0,1080x2340,8aGULUOnc182,USA,New York,68543,1,0,https://www.subway.com/locations?utm_source=email&utm_medium=email&utm_campaign=promo_20,1,1,0,1,1,1,SingleTouch
2024-10-20,HwXLokgp,Android,Web Visits,Web Visits,Web Visits,1,0,1080x2340,v86HwS8pmU9r,USA,Los Angeles,95555,1,0,https://www.subway.com/menu/footlongs?utm_source=email&utm_medium=push&utm_campaign=promo_30,1,1,0,1,1,1,SingleTouch
2024-09-25,HxNWFOCW,Android,Web Visits,Web Visits,Web Visits,1,0,1920x1080,0NxKsPsqt07Y,USA,New York,57143,2,0,https://www.subway.com/rewards?utm_source=email&utm_medium=email&utm_campaign=promo_23,1,1,0,1,1,1,SingleTouch
2025-02-21,IAqmaTVY,iPhone,Web Visits,Web Visits,Web Visits,0,-1,1080x2340,I41FEvuaDgGe,USA,New York,33299,2,0,https://www.subway.com/rewards,1,1,0,1,1,1,SingleTouch
2025-06-08,IGWhfEQi,Desktop,Web Visits,Web Visits,Web Visits,1,0,1920x1080,jovv75mmFimf,USA,Los Angeles,75518,1,0,https://www.subway.com/menu/footlongs?utm_source=subway_app&utm_medium=email&utm_campaign=promo_17,1,1,0,1,1,1,SingleTouch
2024-10-20,IIaOenQO,iPhone,Web Visits,Web Visits,Web Visits,0,-1,1080x2340,i3BHP6EE21l3,USA,New York,96124,2,0,https://www.subway.com/menu/6-inch,1,1,0,1,1,1,SingleTouch
2025-02-07,INdMdQgP,Desktop,Web Visits,Web Visits,Web Visits,0,-1,1080x2340,wVWADMWJr1F9,USA,Los Angeles,13111,3,0,https://www.subway.com/menu/footlongs,1,1,0,1,1,1,SingleTouch
2025-08-12,IS6P7lJk,Desktop,Web Visits,Web Visits,Web Visits,1,0,1920x1080,6bA9XXMuV6tF,USA,Chicago,88198,2,0,https://www.subway.com/?utm_source=subway_app&utm_medium=email&utm_campaign=promo_28,1,1,0,1,1,1,SingleTouch
2025-06-14,IToGJ1QZ,Desktop,Web Visits,Web Visits,Web Visits,1,0,1080x2340,2Bqa0Di3cPvg,USA,Los Angeles,80110,2,0,https://www.subway.com/menu/6-inch?utm_source=email&utm_medium=push&utm_campaign=promo_05,1,1,0,1,1,1,SingleTouch
2025-06-24,ImUx8a5u,Desktop,Web Visits,Web Visits,Web Visits,0,-1,1179x2556,QefCO1Ma73VH,USA,Miami,52944,2,0,https://www.subway.com/catering,1,1,0,1,1,1,SingleTouch
2025-09-07,IvyWViYS,Android,Web Visits,Web Visits,Web Visits,1,0,1080x2340,rKkR6E5gyDjT,USA,Seattle,64863,3,0,https://www.subway.com/menu?utm_source=subway_app&utm_medium=push&utm_campaign=promo_25,1,1,0,1,1,1,SingleTouch
