loyalty_guest_id,week_ending_date,transaction_date,first_transaction_date,days_from_first_transaction,guest_transaction_count,one_and_done,transaction_hour,time_of_day,day_of_week,message_key,transaction_date_utc,order_discount_amount,menu_item_id,menu_item_name,menu_item_description,plu,product_category_description,department_description,menu_item_status_type_description,flavor_description,flavor_long_name,flavor_short_name,line_item_quantity,line_item_amount,line_item_amount_less_vat,line_item_discount_amount,line_item_description,order_total,order_amount_x,iso_currency_alpha_code,restaurant_id,restaurant_city_name,restaurant_state_name,restaurant_country_name,restaurant_postal_code,restaurant_non_traditional_type_description,rewards_redeemed_amount,restaurant_number,business_date,promotion_id,promotion_name,promotion_description,discount_type_description,coupon_offer_plu,whole_order_dis_fos,whole_order_dis_fosd,line_item_id,is_employee_meal,is_catering_flag,cat,rn,order_amount_y,order_amount_less_vat,order_discount_total,is_pc_3_inch,is_pc_6_inch,is_add_on,is_bottled_beverage,is_cash_card,is_catering,is_chips,is_cookies,is_direct_delivery,is_footlong,is_fountain,is_hot_beverage,is_mdp_add_ons,is_mdp_bottled_drinks,is_mdp_breadsticks_wings,is_mdp_calzone_slice,is_mdp_fountain_drinks,is_mdp_misc,is_mdp_pizza,is_muffin_melt,is_other_beverage,is_other_carrier,is_other_misc,is_pizza,is_returnable_items,is_salad,is_soups
cLxUif6s,2024-12-29,2024-12-28 18:25:02.0000000,2024-12-28 18:25:02.0000000,0,1,1,18,Dinner,5,254,2024-12-28 18:25:02.0000000,0,15,Coffee,Hot coffee,100015,hot beverage,Food,Active,Lemonade,Lemonade,Lemonade,1,5.42000007629395,5.01999998092651,0,Coffee,26.8899993896484,24.8999996185303,USD,22,Memphis,Tennessee,USA,93886,Hospital,0,1022,2024-12-28,NULL,NULL,NULL,NULL,NULL,0,0,1,0,0,hot beverage,1,24.8999996185303,23.0499992370605,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
GeUUg5qP,2024-11-24,2024-11-23 16:42:33.0000000,2024-11-23 16:42:33.0000000,0,3,0,16,Afternoon,5,255,2024-11-23 16:42:33.0000000,0,96,Pizza Item 96,pizza description,100096,pizza,Food,Active,Wheat Bread,9-Grain Wheat,Wheat,1,2.9300000667572,2.71000003814697,0,Pizza Item 96,24.5100002288818,22.7000007629395,USD,14,Scottsdale,Arizona,USA,91070,Walmart,0,1014,2024-11-23,NULL,NULL,NULL,NULL,NULL,0,0,1,0,0,pizza,1,22.7000007629395,21.0200004577637,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
12ujfTp9,2025-08-17,2025-08-16 20:54:08.0000000,2025-08-16 20:54:08.0000000,0,1,1,20,Dinner,5,256,2025-08-16 20:54:08.0000000,0,17,Other Beverage Item 17,other beverage description,100017,other beverage,Food,Active,Coke,Coca-Cola,Coke,1,9.13000011444092,8.44999980926514,0,Other Beverage Item 17,25.8899993896484,23.9699993133545,USD,18,Ann Arbor,Michigan,USA,31319,Airport,1.75,1018,2025-08-16,NULL,NULL,NULL,NULL,NULL,0,0,1,0,0,other beverage,1,23.9699993133545,22.1900005340576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
7lH9zMKO,2025-09-07,2025-09-02 10:18:58.0000000,2025-09-02 10:18:58.0000000,0,1,1,10,Morning,1,257,2025-09-02 10:18:58.0000000,0,50,Other Carrier Item 50,other carrier description,100050,other carrier,Food,Active,Gluten-Free,Gluten-Free,GF,1,4.15000009536743,3.83999991416931,0,Other Carrier Item 50,29.6800003051758,27.4799995422363,USD,20,Columbia,Missouri,USA,19358,University,0,1020,2025-09-02,NULL,NULL,NULL,NULL,NULL,0,0,1,0,0,other carrier,1,27.4799995422363,25.4400005340576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
U0igyQMM,2025-01-26,2025-01-26 19:11:43.0000000,2025-01-26 19:11:43.0000000,0,1,1,19,Dinner,6,258,2025-01-26 19:11:43.0000000,0,116,Muffin Melt Item 116,muffin melt description,100116,muffin melt,Food,Active,Oatmeal Raisin,Oatmeal Raisin Cookie,Oatmeal,2,13,12.039999961853,0,Muffin Melt Item 116,39.2099990844727,36.2999992370605,USD,18,Ann Arbor,Michigan,USA,31319,Airport,0,1018,2025-01-26,NULL,NULL,NULL,NULL,NULL,0,0,1,0,0,muffin melt,1,36.2999992370605,33.6100006103516,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
e7EcsAlX,2025-01-26,2025-01-22 12:59:14.0000000,2025-01-22 12:59:14.0000000,0,1,1,12,Lunch,2,259,2025-01-22 12:59:14.0000000,0,44,Bottled Beverage Item 44,bottled beverage description,100044,bottled beverage,Food,Active,Chocolate Chip,Chocolate Chip Cookie,ChocoChip,2,29.8799991607666,27.6700000762939,0,Bottled Beverage Item 44,44.1500015258789,40.8800010681152,USD,6,Alexandria,Virginia,USA,95181,Hospital,0,1006,2025-01-22,NULL,NULL,NULL,NULL,NULL,0,0,1,0,0,bottled beverage,1,40.8800010681152,37.8600006103516,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
RbpxFMCl,2025-01-26,2025-01-22 19:43:51.0000000,2024-10-20 19:50:07.0000000,94,2,0,19,Dinner,2,260,2025-01-22 19:43:51.0000000,0,20,Mdp Misc Item 20,mdp misc description,100020,mdp misc,Food,Active,Sprite,Sprite,Sprite,1,12.1499996185303,11.25,0,Mdp Misc Item 20,44.9199981689453,41.5900001525879,USD,7,Baltimore,Maryland,USA,68878,University,0,1007,2025-01-22,NULL,NULL,NULL,NULL,NULL,0,0,1,0,1,mdp misc,1,41.5900001525879,38.5099983215332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
ziX2H4Kb,2025-04-27,2025-04-23 18:11:26.0000000,2025-04-23 18:11:26.0000000,0,2,0,18,Dinner,2,261,2025-04-23 18:11:26.0000000,0,32,Salad Item 32,salad description,100032,salad,Food,Active,Italian Herbs & Cheese,Italian Herbs & Cheese,IHC,1,11.8000001907349,10.9300003051758,0,Salad Item 32,32.6100006103516,30.1900005340576,USD,7,Baltimore,Maryland,USA,68878,University,0,1007,2025-04-23,NULL,NULL,NULL,NULL,NULL,0,0,1,0,0,salad,1,30.1900005340576,27.9599990844727,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
znD0YmTv,2025-07-13,2025-07-12 10:03:19.0000000,2024-11-24 14:11:52.0000000,230,3,0,10,Morning,5,262,2025-07-12 10:03:19.0000000,0,90,Fountain Item 90,fountain description,100090,fountain,Food,Active,Baked Lays,Baked Lays,BakedLays,2,8.02000045776367,7.42999982833862,0,Fountain Item 90,33.8800010681152,31.3700008392334,USD,23,Fort Wayne,Indiana,USA,52504,Walmart,0,1023,2025-07-12,NULL,NULL,NULL,NULL,NULL,0,0,1,0,0,fountain,1,31.3700008392334,29.0499992370605,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ys3I4w4A,2025-08-10,2025-08-06 12:52:14.0000000,2025-07-09 12:55:29.0000000,28,2,0,12,Lunch,2,263,2025-08-06 12:52:14.0000000,0,106,Cookies Item 106,cookies description,100106,cookies,Food,Active,Wheat Bread,9-Grain Wheat,Wheat,2,23.6000003814697,21.8500003814697,0,Cookies Item 106,74.370002746582,68.8600006103516,USD,15,Atlanta,Georgia,USA,19116,Traditional,1.01999998092651,1015,2025-08-06,5,Reward Redemption,Points redemption,Points Deduction,10005,0,0,1,0,0,cookies,1,68.8600006103516,63.75,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a5W3X4gX,2025-09-07,2025-09-01 20:26:16.0000000,2024-12-22 17:04:27.0000000,253,2,0,20,Dinner,0,264,2025-09-01 20:26:16.0000000,0,109,Returnable Items Item 109,returnable items description,100109,returnable items,Food,Active,Diet Coke,Diet Coke,DietCoke,1,7.21000003814697,6.67999982833862,0,Returnable Items Item 109,33.6100006103516,31.1100006103516,USD,14,Scottsdale,Arizona,USA,91070,Walmart,0,1014,2025-09-01,NULL,NULL,NULL,NULL,NULL,0,0,1,0,0,returnable items,1,31.1100006103516,28.8099994659424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
EDnvMju3,2025-08-17,2025-08-14 19:42:13.0000000,2024-10-07 19:53:19.0000000,311,4,0,19,Dinner,3,265,2025-08-14 19:42:13.0000000,0,52,Chips Item 52,chips description,100052,chips,Food,Active,Lemonade,Lemonade,Lemonade,1,8.02999973297119,7.44000005722046,0,Chips Item 52,35.6599998474121,33.0200004577637,USD,7,Baltimore,Maryland,USA,68878,University,1.91999995708466,1007,2025-08-14,7,Catering 10% off,Catering discount,Percent Discount,10007,0,0,1,0,0,chips,1,33.0200004577637,30.5799999237061,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
XL8Sb24W,2024-12-15,2024-12-10 18:22:01.0000000,2024-12-10 18:22:01.0000000,0,2,0,18,Dinner,1,266,2024-12-10 18:22:01.0000000,0,5,Steak & Cheese Footlong,Footlong steak,100005,footlong,Food,Active,Wheat Bread,9-Grain Wheat,Wheat,1,4.8899998664856,4.53000020980835,0,Steak & Cheese Footlong,19.3999996185303,17.9599990844727,USD,11,San Diego,California,USA,89131,Airport,0,1011,2024-12-10,NULL,NULL,NULL,NULL,NULL,0,0,1,0,0,footlong,1,17.9599990844727,16.6299991607666,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
dGYketTG,2025-04-06,2025-04-06 16:42:33.0000000,2025-03-10 15:23:58.0000000,27,3,0,16,Afternoon,6,267,2025-04-06 16:42:33.0000000,0,19,Mdp Add-Ons Item 19,mdp add-ons description,100019,mdp add-ons,Food,Active,Diet Coke,Diet Coke,DietCoke,2,28.3400001525879,26.2399997711182,0,Mdp Add-Ons Item 19,55.4500007629395,51.3400001525879,USD,17,Columbus,Ohio,USA,59823,Airport,0,1017,2025-04-06,3,Free Cookie with Footlong,Free cookie with any footlong,Cookie Promo,10003,0,0,1,0,0,mdp add-ons,1,51.3400001525879,47.5400009155273,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
lZieTX8D,2024-10-20,2024-10-14 12:00:42.0000000,2024-10-05 18:35:06.0000000,9,5,0,12,Lunch,0,268,2024-10-14 12:00:42.0000000,0,10,Fountain Drink Medium,Fountain soda,100010,fountain,Food,Active,Coke,Coca-Cola,Coke,1,14.789999961853,13.6899995803833,0,Fountain Drink Medium,36.0800018310547,33.4099998474121,USD,21,Green Bay,Wisconsin,USA,42087,Mall,0,1021,2024-10-14,3,Free Cookie with Footlong,Free cookie with any footlong,Cookie Promo,10003,0,0,1,0,0,fountain,1,33.4099998474121,30.9300003051758,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
KsEECvl9,2025-05-25,2025-05-21 17:42:57.0000000,2025-05-21 17:42:57.0000000,0,1,1,17,Afternoon,2,269,2025-05-21 17:42:57.0000000,0,63,3 Inch Item 63,3 inch description,100063,3 inch,Food,Active,Wheat Bread,9-Grain Wheat,Wheat,1,3.51999998092651,3.25999999046326,0,3 Inch Item 63,25.0100002288818,23.1599998474121,USD,20,Columbia,Missouri,USA,19358,University,0,1020,2025-05-21,NULL,NULL,NULL,NULL,NULL,0,0,1,0,0,3 inch,1,23.1599998474121,21.4400005340576,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
QxTChgWQ,2025-08-31,2025-08-28 12:28:24.0000000,2025-08-28 12:28:24.0000000,0,1,1,12,Lunch,3,270,2025-08-28 12:28:24.0000000,0,8,Chocolate Chip Cookie,Cookie,100008,cookies,Food,Active,Chocolate Chip,Chocolate Chip Cookie,ChocoChip,1,10.8999996185303,10.0900001525879,0,Chocolate Chip Cookie,23.3899993896484,21.6599998474121,USD,18,Ann Arbor,Michigan,USA,31319,Airport,0,1018,2025-08-28,NULL,NULL,NULL,NULL,NULL,0,0,1,0,0,cookies,1,21.6599998474121,20.0499992370605,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
OaSkfF2B,2025-07-06,2025-07-03 10:12:45.0000000,2024-09-13 13:29:48.0000000,293,4,0,10,Morning,3,271,2025-07-03 10:12:45.0000000,0,16,Mdp Calzone/Slice Item 16,mdp calzone/slice description,100016,mdp calzone/slice,Food,Active,M&M Cookie,M&M Cookie,MMCookie,2,22.8999996185303,21.2000007629395,0,Mdp Calzone/Slice Item 16,59.2599983215332,54.8699989318848,USD,16,Raleigh,North Carolina,USA,20458,Walmart,0,1016,2025-07-03,NULL,NULL,NULL,NULL,NULL,0,0,1,0,0,mdp calzone/slice,1,54.8699989318848,50.7999992370605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
h72kCDa9,2024-11-17,2024-11-11 14:15:53.0000000,2024-11-11 14:15:53.0000000,0,1,1,14,Lunch,0,272,2024-11-11 14:15:53.0000000,0,2,"Tuna 6""",Tuna with mayo,100002,6 inch,Food,Active,Wheat Bread,9-Grain Wheat,Wheat,2,14.2399997711182,13.1899995803833,0,"Tuna 6""",32.6300010681152,30.2099990844727,USD,2,Jersey City,New Jersey,USA,39256,Mall,0,1002,2024-11-11,NULL,NULL,NULL,NULL,NULL,0,0,1,0,0,6 inch,1,30.2099990844727,27.9699993133545,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
WPel8XOF,2025-01-05,2025-01-04 10:13:49.0000000,2025-01-04 10:13:49.0000000,0,3,0,10,Morning,5,273,2025-01-04 10:13:49.0000000,0,87,Fountain Item 87,fountain description,100087,fountain,Food,Active,Wheat Bread,9-Grain Wheat,Wheat,1,5.42000007629395,5.01999998092651,0,Fountain Item 87,23.75,21.9899997711182,USD,19,Rochester,Minnesota,USA,44993,Hospital,0,1019,2025-01-04,NULL,NULL,NULL,NULL,NULL,0,0,1,0,0,fountain,1,21.9899997711182,20.3600006103516,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63SAIcY9,2024-12-29,2024-12-28 17:06:19.0000000,2024-09-20 14:01:02.0000000,99,2,0,17,Afternoon,5,274,2024-12-28 17:06:19.0000000,0,34,Muffin Melt Item 34,muffin melt description,100034,muffin melt,Food,Active,Doritos Nacho,Doritos Nacho,Doritos,2,19.6000003814697,18.1499996185303,0,Muffin Melt Item 34,35.5800018310547,32.939998626709,USD,4,Boston,Massachusetts,USA,13905,Traditional,0,1004,2024-12-28,NULL,NULL,NULL,NULL,NULL,0,0,1,0,0,muffin melt,1,32.939998626709,30.5100002288818,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
XR0upt4j,2025-05-18,2025-05-17 11:22:52.0000000,2025-05-17 11:22:52.0000000,0,1,1,11,Lunch,5,275,2025-05-17 11:22:52.0000000,10.0299997329712,67,Fountain Item 67,fountain description,100067,fountain,Food,Active,M&M Cookie,M&M Cookie,MMCookie,1,6.48000001907349,6,1.29999995231628,Fountain Item 67,54.1300010681152,50.1199989318848,USD,5,New Haven,Connecticut,USA,88907,Traditional,0,1005,2025-05-17,4,Employee Meal,Employee meal discount,Percent Discount,10004,10.0299997329712,1.29999995231628,1,0,0,fountain,1,50.1199989318848,46.4099998474121,10.0299997329712,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jZK8tfph,2024-12-22,2024-12-19 17:27:45.0000000,2024-12-19 17:27:45.0000000,0,1,1,17,Afternoon,3,276,2024-12-19 17:27:45.0000000,0,116,Muffin Melt Item 116,muffin melt description,100116,muffin melt,Food,Active,Oatmeal Raisin,Oatmeal Raisin Cookie,Oatmeal,2,17.3999996185303,16.1100006103516,0,Muffin Melt Item 116,38.4000015258789,35.560001373291,USD,13,Boulder,Colorado,USA,20328,University,0,1013,2024-12-19,7,Catering 10% off,Catering discount,Percent Discount,10007,0,0,1,0,0,muffin melt,1,35.560001373291,32.9300003051758,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
VN4mCLBy,2025-01-19,2025-01-18 17:27:35.0000000,2025-01-18 17:27:35.0000000,0,2,0,17,Afternoon,5,277,2025-01-18 17:27:35.0000000,0,114,6 Inch Item 114,6 inch description,100114,6 inch,Food,Active,Diet Coke,Diet Coke,DietCoke,1,7.46999979019165,6.92000007629395,0,6 Inch Item 114,27.4799995422363,25.4400005340576,USD,11,San Diego,California,USA,89131,Airport,0,1011,2025-01-18,NULL,NULL,NULL,NULL,NULL,0,0,1,0,0,6 inch,1,25.4400005340576,23.5599994659424,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
hpFOMeH4,2025-06-15,2025-06-13 17:35:54.0000000,2025-03-07 20:30:16.0000000,98,2,0,17,Afternoon,4,278,2025-06-13 17:35:54.0000000,0,66,Fountain Item 66,fountain description,100066,fountain,Food,Active,Italian Bread,Italian Bread,Italian,1,14.6700000762939,13.5799999237061,0,Fountain Item 66,54.1800003051758,50.1699981689453,USD,10,Houston,Texas,USA,22156,Gas Station,1.13999998569489,1010,2025-06-13,NULL,NULL,NULL,NULL,NULL,0,0,1,0,0,fountain,1,50.1699981689453,46.4500007629395,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5KRUhoVG,2025-07-27,2025-07-24 11:31:06.0000000,2025-07-24 11:31:06.0000000,0,1,1,11,Lunch,3,279,2025-07-24 11:31:06.0000000,0,40,3 Inch Item 40,3 inch description,100040,3 inch,Food,Active,Doritos Nacho,Doritos Nacho,Doritos,1,10.7799997329712,9.97999954223633,0,3 Inch Item 40,34.1300010681152,31.6100006103516,USD,18,Ann Arbor,Michigan,USA,31319,Airport,0,1018,2025-07-24,NULL,NULL,NULL,NULL,NULL,0,0,1,0,0,3 inch,1,31.6100006103516,29.2600002288818,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
rBFbyvQR,2025-02-09,2025-02-07 17:26:12.0000000,2025-02-07 17:26:12.0000000,0,3,0,17,Afternoon,4,280,2025-02-07 17:26:12.0000000,0,63,3 Inch Item 63,3 inch description,100063,3 inch,Food,Active,Wheat Bread,9-Grain Wheat,Wheat,1,5.05000019073486,4.67999982833862,0,3 Inch Item 63,26.7800006866455,24.7999992370605,USD,2,Jersey City,New Jersey,USA,39256,Mall,0,1002,2025-02-07,NULL,NULL,NULL,NULL,NULL,0,0,1,0,0,3 inch,1,24.7999992370605,22.9599990844727,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Vg8WnOnq,2024-12-22,2024-12-16 12:55:28.0000000,2024-12-16 12:55:28.0000000,0,3,0,12,Lunch,0,281,2024-12-16 12:55:28.0000000,0,80,Other Carrier Item 80,other carrier description,100080,other carrier,Food,Active,SunChips Cheddar,SunChips Harvest Cheddar,SunChips,1,7.44999980926514,6.90000009536743,0,Other Carrier Item 80,38.2200012207031,35.3899993896484,USD,25,Charleston,South Carolina,USA,62581,Airport,3.48000001907349,1025,2024-12-16,5,Reward Redemption,Points redemption,Points Deduction,10005,0,0,1,0,0,other carrier,1,35.3899993896484,32.7700004577637,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
p9cR4uy6,2025-03-09,2025-03-05 15:43:38.0000000,2025-03-05 15:43:38.0000000,0,1,1,15,Afternoon,2,282,2025-03-05 15:43:38.0000000,0,113,Mdp Misc Item 113,mdp misc description,100113,mdp misc,Food,Active,Wheat Bread,9-Grain Wheat,Wheat,1,4.32999992370605,4.01000022888184,0,Mdp Misc Item 113,38.7400016784668,35.8699989318848,USD,14,Scottsdale,Arizona,USA,91070,Walmart,2.10999989509583,1014,2025-03-05,NULL,NULL,NULL,NULL,NULL,0,0,1,0,0,mdp misc,1,35.8699989318848,33.2099990844727,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
PYcy4OqX,2025-03-16,2025-03-11 17:30:41.0000000,2025-02-22 14:52:43.0000000,17,2,0,17,Afternoon,1,283,2025-03-11 17:30:41.0000000,5.88000011444092,84,Soups Item 84,soups description,100084,soups,Food,Active,Sprite,Sprite,Sprite,2,17.5799999237061,16.2800006866455,0,Soups Item 84,42.3499984741211,39.2099990844727,USD,22,Memphis,Tennessee,USA,93886,Hospital,0,1022,2025-03-11,2,15% off $20+,Fifteen percent off orders $20+,Percent Discount,10002,5.88000011444092,0,1,0,0,soups,1,39.2099990844727,36.2999992370605,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
aTnnrWTZ,2025-04-06,2025-04-05 10:25:44.0000000,2024-10-23 11:29:47.0000000,164,3,0,10,Morning,5,284,2025-04-05 10:25:44.0000000,0,83,Mdp Pizza Item 83,mdp pizza description,100083,mdp pizza,Food,Active,Doritos Nacho,Doritos Nacho,Doritos,1,14.8699998855591,13.7700004577637,0,Mdp Pizza Item 83,42.2400016784668,39.1100006103516,USD,14,Scottsdale,Arizona,USA,91070,Walmart,0,1014,2025-04-05,NULL,NULL,NULL,NULL,NULL,0,0,1,0,0,mdp pizza,1,39.1100006103516,36.2200012207031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
gyGLtke0,2024-12-08,2024-12-06 17:11:04.0000000,2024-12-06 17:11:04.0000000,0,1,1,17,Afternoon,4,285,2024-12-06 17:11:04.0000000,0,25,Other Carrier Item 25,other carrier description,100025,other carrier,Food,Active,Baked Lays,Baked Lays,BakedLays,1,7.53000020980835,6.96999979019165,0,Other Carrier Item 25,29.0100002288818,26.8600006103516,USD,6,Alexandria,Virginia,USA,95181,Hospital,0,1006,2024-12-06,3,Free Cookie with Footlong,Free cookie with any footlong,Cookie Promo,10003,0,0,1,0,0,other carrier,1,26.8600006103516,24.8700008392334,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
kF8wHHY0,2025-06-29,2025-06-25 11:54:13.0000000,2025-06-25 11:54:13.0000000,0,3,0,11,Lunch,2,286,2025-06-25 11:54:13.0000000,0,92,Footlong Item 92,footlong description,100092,footlong,Food,Active,SunChips Cheddar,SunChips Harvest Cheddar,SunChips,1,7.3899998664856,6.84000015258789,0,Footlong Item 92,48.8699989318848,45.25,USD,23,Fort Wayne,Indiana,USA,52504,Walmart,2.8199999332428,1023,2025-06-25,NULL,NULL,NULL,NULL,NULL,0,0,1,0,0,footlong,1,45.25,41.8899993896484,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qyPFKMEc,2024-09-15,2024-09-11 18:32:04.0000000,2024-09-11 18:32:04.0000000,0,2,0,18,Dinner,2,287,2024-09-11 18:32:04.0000000,0,69,Footlong Item 69,footlong description,100069,footlong,Food,Active,SunChips Cheddar,SunChips Harvest Cheddar,SunChips,2,8.0600004196167,7.46000003814697,0,Footlong Item 69,34.4900016784668,31.9400005340576,USD,17,Columbus,Ohio,USA,59823,Airport,0,1017,2024-09-11,NULL,NULL,NULL,NULL,NULL,0,0,1,0,1,footlong,1,31.9400005340576,29.5699996948242,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
RpQgwXJ4,2024-11-03,2024-10-28 15:52:40.0000000,2024-10-28 15:52:40.0000000,0,1,1,15,Afternoon,0,288,2024-10-28 15:52:40.0000000,0,45,Mdp Misc Item 45,mdp misc description,100045,mdp misc,Food,Active,Coke,Coca-Cola,Coke,1,13.8800001144409,12.8500003814697,0,Mdp Misc Item 45,34.439998626709,31.8899993896484,USD,1,Rochester,New York,USA,24592,Traditional,0,1001,2024-10-28,NULL,NULL,NULL,NULL,NULL,0,0,1,0,0,mdp misc,1,31.8899993896484,29.5300006866455,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
vXiOqkVC,2025-02-02,2025-01-28 15:22:13.0000000,2025-01-28 15:22:13.0000000,0,2,0,15,Afternoon,1,289,2025-01-28 15:22:13.0000000,0,83,Mdp Pizza Item 83,mdp pizza description,100083,mdp pizza,Food,Active,Doritos Nacho,Doritos Nacho,Doritos,1,14.710000038147,13.6199998855591,0,Mdp Pizza Item 83,31.2800006866455,28.9599990844727,USD,24,Louisville,Kentucky,USA,40021,Walmart,0,1024,2025-01-28,7,Catering 10% off,Catering discount,Percent Discount,10007,0,0,1,0,0,mdp pizza,1,28.9599990844727,26.8099994659424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
yDIPwtqx,2025-03-16,2025-03-16 15:15:33.0000000,2025-03-16 15:15:33.0000000,0,4,0,15,Afternoon,6,290,2025-03-16 15:15:33.0000000,0,39,Bottled Beverage Item 39,bottled beverage description,100039,bottled beverage,Food,Active,Lemonade,Lemonade,Lemonade,1,13.2399997711182,12.2600002288818,0,Bottled Beverage Item 39,65.5800018310547,60.7200012207031,USD,18,Ann Arbor,Michigan,USA,31319,Airport,0,1018,2025-03-16,NULL,NULL,NULL,NULL,NULL,0,0,1,0,0,bottled beverage,1,60.7200012207031,56.2299995422363,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
gp4IiyDx,2025-02-16,2025-02-11 19:56:31.0000000,2024-12-10 15:04:09.0000000,63,3,0,19,Dinner,1,291,2025-02-11 19:56:31.0000000,6,17,Other Beverage Item 17,other beverage description,100017,other beverage,Food,Active,Coke,Coca-Cola,Coke,1,10.460000038147,9.6899995803833,2,Other Beverage Item 17,22.5,20.8299999237061,USD,18,Ann Arbor,Michigan,USA,31319,Airport,0,1018,2025-02-11,6,Lunch Combo $2 off,Bundle discount,Bundle Coupon,10006,6,2,1,0,0,other beverage,1,20.8299999237061,19.2900009155273,6,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
R02fP2PW,2024-11-17,2024-11-14 18:00:39.0000000,2024-10-30 12:40:13.0000000,15,2,0,18,Dinner,3,292,2024-11-14 18:00:39.0000000,0,67,Fountain Item 67,fountain description,100067,fountain,Food,Active,M&M Cookie,M&M Cookie,MMCookie,1,5.76000022888184,5.32999992370605,0,Fountain Item 67,28.3799991607666,26.2800006866455,USD,21,Green Bay,Wisconsin,USA,42087,Mall,0,1021,2024-11-14,NULL,NULL,NULL,NULL,NULL,0,0,1,0,0,fountain,1,26.2800006866455,24.3299999237061,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
